RANumb,Text,Label
ra3,"Updated July 14, 2022",Updated Privacy Policy
ra3,"This Privacy Policy details the information that we may collect through registration forms, resource libraries, advertising units, widgets, websites and web pages, whether accessed via computer, mobile, tablet device or ­­­­­­other technology (collectively, the “Platform”) as well as the collection and licensing of data through our third-party partners.",Categories of Personal Information Collected
ra3,"Data Collection\nOur purpose in collecting information is to help us provide you with better service, for example through notifications about special offers and promotions or other relevant content delivered through targeted advertising.\n\nYou may choose to use our services or to receive additional information from us, for example by submitting a registration form containing certain information in order to access free content. When you request our services or register to receive information, we collect the following Personal Data: your name, address, email address, and telephone number. We may also receive this information through one of our business partners. To help us to promote content that is relevant to you, we may add to this data any business profile information that we receive about you from other sources, such as your industry, company size and job title.",Categories of Personal Information Collected
ra3,"Data usage\nMadison Logic may use the information we obtain, license and collect about and from you for a number of business purposes, including, for example, to: better tailor our website and promotional content to visitor interests; verify your profile information; deliver targeted advertising; inform our partners and Clients of your business-related interests; improve the Platform for internal business purposes; help our advertising partners and Clients better understand the audience they are reaching; and for any purposes we disclose at the time you provide your Personal Data or your consent to our use of the same.\n\nWe will only ask for Personal Data that is adequate, relevant and not excessive for these purposes.",Categories of Personal Information Collected
ra3,"Data usage\nMadison Logic may use the information we obtain, license and collect about and from you for a number of business purposes, including, for example, to: better tailor our website and promotional content to visitor interests; verify your profile information; deliver targeted advertising; inform our partners and Clients of your business-related interests; improve the Platform for internal business purposes; help our advertising partners and Clients better understand the audience they are reaching; and for any purposes we disclose at the time you provide your Personal Data or your consent to our use of the same.\n\nWe will only ask for Personal Data that is adequate, relevant and not excessive for these purposes.",Categories of Personal Information Sold
ra3,"Data usage\nMadison Logic may use the information we obtain, license and collect about and from you for a number of business purposes, including, for example, to: better tailor our website and promotional content to visitor interests; verify your profile information; deliver targeted advertising; inform our partners and Clients of your business-related interests; improve the Platform for internal business purposes; help our advertising partners and Clients better understand the audience they are reaching; and for any purposes we disclose at the time you provide your Personal Data or your consent to our use of the same.\n\nWe will only ask for Personal Data that is adequate, relevant and not excessive for these purposes.",Categories of Personal Information Shared / Disclosed
ra3,"Legal basis and purposes of data processing\nWhenever we process your Personal Data, we do so for a specific purpose on the basis of a legal justification. Processing of your Personal Data may be justified on one or several of the following bases:\n\n1) Performance of a contract with you\n\nIn order to perform the services you request from us, as set out in the section “Madison Logic Services”, we use in particular the following data:\n\nContact details: your name, telephone number and e-mail address.\nAccount data: your Platform account data and other electronic identification data such as IP address and the data you add to your account such as your password, date of birth, gender and other information you share with us.\nCommunication data: your requests, any complaints you might have as well as any data you share with us if we communicate with you via e-mail, telephone or social media.",Categories of Personal Information Collected
ra3,"Legitimate interest of us or a third party:\n\nBeyond the processing of your Personal Data for the performance of a contract with you, we process your Personal Data to safeguard our or third parties’ legitimate interests provided such interests are not overridden by your fundamental rights or freedoms. Therefore, we process your Personal Data in particular for the following purposes:\n\nadvertising and market- and opinion research purposes, provided you did not object against such use of your data (see section “Updating Personal Data and your Data Subject Rights” below);\nimprovement of our products and services including our website;\nprevention and investigation of criminal offences (in particular fraud); and\ndefense or enforcement of legal claims.",Categories of Personal Information Shared / Disclosed
ra3,"Legitimate interest of us or a third party:\n\nBeyond the processing of your Personal Data for the performance of a contract with you, we process your Personal Data to safeguard our or third parties’ legitimate interests provided such interests are not overridden by your fundamental rights or freedoms. Therefore, we process your Personal Data in particular for the following purposes:\n\nadvertising and market- and opinion research purposes, provided you did not object against such use of your data (see section “Updating Personal Data and your Data Subject Rights” below);\nimprovement of our products and services including our website;\nprevention and investigation of criminal offences (in particular fraud); and\ndefense or enforcement of legal claims.",Categories of Personal Information Sold
ra3," Your consent\n\nAs far as you provide us with your explicit, informed consent (e.g. when you have consented to receive marketing e-mails from us and/or third parties we work with for certain products and services) for the processing of Personal Data, such consent presents the legal basis for the processing. You may withdraw your consent at any time by following the steps outlined below in the section “Updating Personal Data and your Data Subject Rights”. Please note that the withdrawal of your consent only has effect for the future and does not affect the lawfulness of processing based on consent before your withdrawal.",Categories of Personal Information Collected
ra3,"Your consent\n\nAs far as you provide us with your explicit, informed consent (e.g. when you have consented to receive marketing e-mails from us and/or third parties we work with for certain products and services) for the processing of Personal Data, such consent presents the legal basis for the processing. You may withdraw your consent at any time by following the steps outlined below in the section “Updating Personal Data and your Data Subject Rights”. Please note that the withdrawal of your consent only has effect for the future and does not affect the lawfulness of processing based on consent before your withdrawal.",Categories of Personal Information Shared / Disclosed
ra3,"Compliance with a legal obligation\n\nAny information referred to above under the section “Data Collection” may be used to maintain appropriate business records, to comply with lawful requests by public authorities and to comply with applicable laws and regulations or as otherwise required by law.",Categories of Personal Information Shared / Disclosed
