RANumb,Text,Label
ra5,3/27/2023,Updated Privacy Policy
ra5,"Types of data processed\nDuring this process we may collect and process your personal data by using cookies and identifiers. We process only pseudonymous data, and the data stored are limited to information collected about your visits on websites, your tastes, behavioral and positions.\n\nWe may collect:\n\n a Platform ID (an identifier that allows us to supply our services)\n IP address\n Url visited (as the Third Party Data Source)\n Time, hour and location\n Browser and version of the browser\n Cookie ID of our platform’s partners",Categories of Personal Information Collected
ra5,"We may also engage third party processors on the collection of your data, such as company providing user sync services.",Categories of Personal Information Collected
ra5,"Please note that we never directly collect personal data from mobile applications. When we process a mobile advertising ID, such as an Apple Advertising ID (IDFA) or an Android Advertising ID (GAID), we do it on behalf of partners that have authorized us by using our onboarding data process.",Categories of Personal Information Collected
ra5,"Also, we may share your personal data with third parties or partners in accordance with this Policy, as well as with judicial or other government subpoenas, warrants, orders, or if we merge with or are acquired by a third party, or pursuant to bankruptcy proceedings.",Categories of Personal Information Shared / Disclosed
ra5,"We may collect:\n\n a Platform ID (an identifier that allows us to supply our services)\n IP address\n Url visited (as the Third Party Data Source)\n Time, hour and location\n Browser and version of the browser\n Cookie ID of our platform’s partners",Categories of Personal Information Shared / Disclosed
ra5,"COOKIE POLICY\nAudiencerate Ltd (the “Company” or “we”), directly or via a third party contracted for providing measurement services, may use cookies and other similar mechanisms for storing and retrieving data from terminals (“cookies“) when you browse the Website to allow and facilitate your interaction with the Website. The statistics services (own and third-party) used by the Website may use cookies for the purposes of establishing metrics and usage patterns of the Website.\n\nThe use of cookies lets the server on which the Website is hosted recognise your web browser and know your connection IP address, source (URL), use time, browsing history and preferences so as to make your browsing more straightforward and allow, for example, access if you have previously registered, and access to areas, services, promotions or competitions reserved exclusively for you without you having to log in on each visit. Cookies are also used to measure the audience and traffic parameters and to track the trend and number of visits.",Categories of Personal Information Collected
ra5,"Cookies are useful for several reasons. From a technical point of view, they allow web pages to work more efficiently and adapted to the User’s preferences, such as storing their language or the currency of their country. In addition, they help those responsible for the websites to improve the services they offer, thanks to the statistical information they collect through them all. Finally, they help to make the advertising we display more efficient.",Categories of Personal Information Collected
ra5,Types of Cookies\nBy entity managing the domain\n\n First-party cookies\n Third-party cookies\nBy Expiry\n\n Persistent cookies\n Session Cookies\nBy Purpose\n\n Personalisation cookies\n Analytics cookies\n Technical cookies\n Behavioural advertising cookies,Categories of Personal Information Collected
ra5,"What types of cookies do we use in our clients websites?\nProfiling cookies are used to create a user’s profile, based on the preferences and likings showed by them during the navigation on Internet, and to make display advertisings consistent with their profile. ",Categories of Personal Information Collected
ra5,"The information collected through Cookies may be used both by the Company and by third-party collaborating companies, such as advertising network operators and agents and/or advertises, for the purposes described in the previous section.",Categories of Personal Information Collected
ra5,"The information collected through Cookies may be used both by the Company and by third-party collaborating companies, such as advertising network operators and agents and/or advertises, for the purposes described in the previous section.",Categories of Personal Information Shared / Disclosed
ra5,"Some of these third-parties may be located in third countries whose legislation does not offer an equivalent level of data protection; however, the User may consult the appropriate guarantees they offer to ensure that international transfers of data are carried out taking into account the rights and freedoms of the data subjects.\n\n ",Categories of Personal Information Collected
ra5,"What types of cookies do we use in our websites?\n Analysis Cookies: Are those cookies that, treated by us or by third parties, allow us to quantify the number of users and thus perform the measurement and statistical analysis of the use made by users of the service offered",Categories of Personal Information Collected
