RANumb,Text,Label
ra5,"Business Information that may be provided in a Professional Profile includes name, email address including business and/or other email addresses (including “freemails” such as Gmail, Yahoo, Hotmail, etc.), job title and department, phone number (general or direct business numbers, faxes, and/or mobile numbers), company name, postal address of company and business-related postal address of the person, employment history, and education history. Business Profiles may also include links to articles by, about, or quoting an individual, and links to an individual’s social media profiles.",Categories of Personal Information Shared / Disclosed
ra5,"ZoomInfo obtains the data for its Business Profiles in several ways, including: Our search technology scans the web and gathers publicly-available information.. We license information from other companies.. Our users and customers contribute information about themselves or other people and companies.. Through market research surveys, phone interviews, and other research conducted by our in-house research team.",Description of Right to Know PI Collected
ra5,"The categories of Business Information that may be made available in the Public Directory include past or current name, company, company headquarters telephone number, office address, job title, and/or education information.",Categories of Personal Information Shared / Disclosed
ra5,ZoomInfo also makes certain limited Business Information from its Professional Profiles publicly available in our directory pages on our Site (the “ Public Directory ”),Description of Right to Know PI sold / shared
ra5,"To stop sharing information with ZoomInfo, a user can uninstall the Software at any time or disable ZoomInfo’s access to the user’s email account through the user’s email account settings.",Methods to exercise rights
ra5,"Customer Information Collected. ZoomInfo may collect the following information from or regarding its customers: (1) personal contact information regarding users of the Services (“ User Information ”); (2) information uploaded or otherwise provided to our system by a user of the Services (“ Uploaded Information ”); (3) usage logs regarding the use of the Site and Services, including logins and other actions taken, time stamps, IP address, and other usage data (“ Usage Logs ”); and (4) any other information from or relating to users of our Services (“ Related Information ”) (collectively, “ Customer Information ”).",Categories of Personal Information Collected
ra5,"Use of Customer Information . Customer Information may be used for ZoomInfo’s legitimate business interests in connection with a customer or its users’ use of the Site, including to respond to user inquiries and fulfill user requests, complete transactions, provide customer service, send administrative information, and to personalize user experience with the Site. We may use Customer Information to better understand our users in general and to test, develop, improve, and enhance our Services and Site. We may use Customer Information to contact customers or its users in the future about services, promotions, opportunities, and other general information about ZoomInfo. We may use Customer Information to investigate and prosecute potential breaches of ZoomInfo’s security or license agreements.",Description of Right to Know PI Collected
ra5,"ZoomInfo will not disclose Customer Information to any third party except in connection with a legitimate use as set forth in this Policy, in connection with a bona fide legal dispute to which such information is relevant, in response to valid, compulsory legal process, in response to a valid data subject request where required by applicable law, or as otherwise required by law",Description of Right to Know PI sold / shared
ra5,ZoomInfo allows any person to claim their Professional Profile and to update the information listed about them in their Professional Profile,Description of Right to Correct Information
ra5,"We use the information submitted to update a Professional Profile solely for purposes of verifying such person’s identity, updating their Professional Profile information, and honoring such person’s privacy preferences",Description of Right to Know PI Collected
ra5,"We may also collect data automatically through use of our Services, as described in the “Cookies and Similar Technologies” section below",Description of Right to Know PI Collected
ra5,"We may reproduce, analyze, summarize, and disclose these files, recordings, and any results of our Services with such customers and their relevant personnel and other team members, and customers may share this information with their personnel or others. We may also use such information as described in the “Customer Information” section above",Description of Right to Know PI sold / shared
ra5,"From our affiliates. ZoomInfo may obtain personal information from our affiliates, such as our current and future parents, subsidiaries or other companies under common control and ownership with ZoomInfo. We may use this information to enhance the information that we already maintain and to improve the accuracy of our records, in addition to other purposes described in this Policy.",Description of Right to Know PI Collected
ra5,"From third parties. ZoomInfo may obtain personal information from third-party sources such as our service providers and strategic partners. We may use this information to enhance the information that we already maintain and to improve the accuracy of our records, in addition to other purposes described in this Policy.",Description of Right to Know PI Collected
ra5,Creation of aggregated information. ZoomInfo may aggregate collected information about our users in a form that does not allow users to be personally identified for the purpose of understanding our customer base and enhancing the Site and the Services that we and our strategic partners and customers can provide you.,Description of Right to Know PI Collected
ra5,"Creation of information from inferences. We may use personal information we already have in order to draw inferences or to produce scores or ratings such as the “Likely to Listen” score. We use scoring models and algorithms that evaluate selected data points to produce a score predicting the likeliness of a candidate to respond to a recruiter’s outreach efforts. We do not make any decisions about individuals, and we do not tell our customers whether to reach out to a particular candidate or not.",Description of Right to Know PI Collected
ra5,"Automated information collection. We also collect information using cookies and similar technologies, as described below under the “Cookies and Similar Technologies” section.",Description of Right to Know PI Collected
