RANumb,Text,Label
ra3,"Updated: September 25, 2020",Updated Privacy Policy
ra3,"If you have any questions or comments about Company’s Privacy Policy or our practices, or if you would like to correct, complete, or supplement any of your information we maintain, please contact us as follows:\n\nLocateSmarter\nAttn: Compliance\n1309 Technology Parkway, Suite 101\nCedar Falls, IA 50613\n877-815-2268 – privacy@locatesmarter.com",Methods to exercise rights
ra3,"What Personal Information Does The Company Collect, From Where, And Why?\nThe following is a description of: (i) the categories of personal information the Company may have collected in the preceding 12 months; (ii) the sources from which we may have collected it; and (iii) the business purposes for which we may have collected it. We do not knowingly solicit, collect, or receive information from consumers under the age of 18 through the Site or otherwise.\n\nInformation You Provide Directly.\nThe Company does not typically collect personal information directly from individuals, with the exception of job applicants and employees. However, should you, or an authorized representative acting on your behalf, choose to voluntarily submit or disclose personal information to us, that information – whether submitted or disclosed by you through the Site, by mail, e-mail, SMS text, telephone, or other channel – is governed by this Privacy Policy.\n\nIf you initiate contact or correspond with us orally or in writing, we may keep a record of your contact information and correspondence and we reserve the right to use your contact information, and any other information that you provide to us in your message, to respond thereto or attempt to resolve your request or inquiry.\n\nIf you wish to change or correct any information voluntarily submitted to us, please do so by contacting us in the manner described above.\n\nInformation Received in Connection with Potential Employment.\nCompany receives personal information about potential candidates for employment with LocateSmarter, including any resume or application information provided from an applicant, recruiter, human resources provider, or external job service/application website. We use this information to evaluate an applicant’s candidacy and/or contact an applicant in connection with potential employment.\n\nInformation We Receive From Our Clients in our Role as a Service Provider.\nCompany receives and maintains personal information contained in the accounts that we service for our clients in our role as a Service Provider. Our clients operate in a variety of industries, and hire us to provide a broad array of services and products, such as location and contact services, fraud identification and detection, and compliance. This information may include: name, date of birth, social security number, physical address, telephone number, email address, business and employment information, etc. We use this information to update and confirm contact or location information, collect additional contact, location and consumer status information for our clients, to assist clients attempting to contact you, and to otherwise fulfill our contractual responsibilities to our clients.\n\nInformation We Receive From Our Service Providers.\nCompany receives and maintains personal information from our Service Providers. Service Providers are persons or entities that we contract with to provide a material service in connection with managing or assisting with the completion of our business objectives or fulfilling our responsibilities to our clients for whom we also act as a service provider. This may include, for example, data analytics providers, data service providers, data brokers, or data scrubbers. Information that we typically may receive from our service providers includes new or updated name, contact and location information, business and employment information, date of birth, social security number, bankruptcy and litigation information, military and deceased status, etc.\n\nInformation We Receive From Third Parties.\nThe Company receives and maintains personal information from third party sources, such as data licensors, data analytics providers, data brokers, and/or data suppliers that sell or grant to Company the right and license to access and use consumer personal information. Company uses this personal information for integration into its products and services or subscriptions that Company markets or sells to its direct end-user clients, and for sale or license to other companies that may further resell or use the information and integrate or incorporate it into their own transaction-based products or services. This information may include, for example, name, date of birth, social security number, physical address, telephone number, email address, business and employment information, driver’s license information, bankruptcy and litigation information, military and deceased status, etc.\n\nInformation Automatically Collected By Your Use Of This Site.\nYou may use this Site without disclosing to us any personally identifiable information. We do not automatically collect any personally identifiable information from you (e.g., name, address, telephone number, email address, social security number, or financial information) when you use the Site. The Site can only collect such information if it is affirmatively provided by you.\n\nLike most websites, however, the Site automatically collects certain non-personally identifiable information during a user’s visit. That information may include the internet protocol (IP) address of your device, the location where the device is accessing the internet, browser type and language, internet service provider, type of computer/operating system, date/time stamps, user interface interaction data (e.g., mouse clicks or navigation through the Site), and other information about the usage of the Site, including a history of pages viewed and or uniform resource locator (URL) information (showing where you came from or where you go to next). We use this information to improve the Site’s design, estimate user volume and usage patterns, speed up searches, and improve the user experience.  We may also use this information to help diagnose problems with our server and to administer our website, analyze trends, track visitor movements, and gather broad demographic information that assists us in identifying visitor preferences.\n\nMore specifically:\n\n     (i)  IP Address\nEach time a user visits the Site, we may automatically collect an internet protocol (IP) address and the web page from which the user was directed to the Site. In order to administer and optimize the Site and to diagnose and resolve potential issues or security threats to our Site or to the Company, we may use an IP address to help identify users and to gather broad demographic information about them.\n\n     (ii)  Cookies, Pixel Tags, And Web Beacons\nCookies are small files that a site or its service provider transfers to a user’s device through the web browser (if you allow) that enables the site’s or service provider’s systems to recognize the browser and capture and remember certain information. We use cookies to optimize Site functionality and improve a user’s experience while navigating through the Site. Most or all browsers permit you to disable or reject cookies.  You can do this by adjusting your preferences in the browser.\n\nOur Site may incorporate “pixel tags,” “web beacons,” or similar tracking technologies (collectively, “pixel tags”) that track the actions of Site users. Pixel tags are used to collect information, such as the internet service provider, IP address, the type of browser software and operating system being used, the date and time the Site is accessed, the website address, if any, from which a user linked directly to the Site and/or the website address, if any, to which the user travels from the Site and other similar traffic-related information.\n\nWe may aggregate information collected from Site visits by various users to help us improve the Site and the services that we provide through the Site.\n\n     (iii)  Do Not Track\nOur Site tracks when visitors enter through a marketing landing page. The Site also keeps a record of third-party websites accessed when a user is on our Site and clicks on a hyperlink. But we do not track users to subsequent sites and do not serve targeted advertising to them.\n\n     (iv)  Analytics Information\nWeb servers for the Site may gather anonymous navigational information about where visitors go on our Site and information about the technical efficiencies of our Site and services. Anonymous information does not directly or indirectly identify, and cannot reasonably be used to identify, a particular individual. Examples of anonymous information may include certain information about the internet browser, domain type, service provider and IP address information collected through tracking technologies and aggregated or de-identified data. We use anonymous analytics information to operate, maintain, and provide to you the features and functionality of the Site, improve our services, analyze trends and administer our web applications.",Categories of Personal Information Collected
ra3,"What Personal Information Do We Share With Others, Including Selling or Disclosing for a Business Purpose?\n \n\nInformation Collected on the Site.\nCompany does not sell or share any personal information obtained on or submitted through the Site, such as personally identifiable information, information you choose to submit, or information about your Site activity or visits to our Site with any third party or marketing group.\n\nInformation Sold to Third Parties.\nIn the past twelve (12) months, Company has sold personal information to third parties for their own use or further disclosure.\n\nCompany sells and/or licenses subscriptions and/or the right to use and access consumer personal information to non-affiliated third parties. Those third parties include companies in a variety of industries and categories including financial services, data suppliers, data analysts, data brokers, and marketers, etc. The third parties use the information for various business purposes, including location and contact services, fraud identification and detection, and compliance. Some third parties may also resell the information or access to the information, or integrate and incorporate the information into their own transaction-based products or services offered to others. This information includes, for example, name, date of birth, social security number, physical address, telephone number, email address, business and employment information, driver’s license information, bankruptcy and litigation information, military and deceased status, etc.\n\nThe Company does not knowingly sell the personal information of consumers under 16 years of age.\n\nIf you are a California resident and wish to opt-out of future sales of your PI, please complete a “Do Not Sell My Personal Information” request on our website. Additional instructions and information about your right to opt-out can be found in the second half of this Privacy Policy, which applies only to California residents.\n\nSharing Information With Clients Pursuant To A Written Contract Through Which We Act As a Service Provider.\nWe may share personal information with our clients that engage us as a Service Provider through a written contract. Our clients operate in a variety of industries, and hire us to provide a broad array of services and products, such as location and contact services, fraud identification and detection, and compliance. Our clients may direct us to gather, process, and provide them with consumer personal information so that we can update and confirm consumer contact, location, and status information, assist them with their attempts to contact you, and otherwise fulfill our contractual responsibilities as their Service Provider. We may share with our clients new or updated consumer information such as: name, date of birth, social security number, physical address, telephone number, email address, business and employment information, driver’s license information, bankruptcy and litigation information, military and deceased status, etc.\n\nSharing Information With Our Service Providers.\nWe may share personal information with our Service Providers. Service Providers are persons or entities that we contract to provide a material service in connection with managing or assisting with the completion of our business objectives and operations or fulfilling our responsibilities to our clients. Our Service Providers may include data analytics providers, data service providers, data brokers, data scrubbers, data security and technological support companies, and legal counsel. In connection with providing services to Company, one or more of our Service Providers may have access to identifying information, such as name, date of birth, social security number, physical address, telephone number, email address, business and employment information, driver’s license information, bankruptcy and litigation information, military and deceased status, etc. We prohibit our Service Providers from accessing or using personal information for any purpose other than as reasonably necessary to perform a business purpose that we authorize by contract, and personal information will not be further used by our Service Providers or further sold or disclosed by them to any Third Party.\n\nSale Of Our Company Or Company Assets.\nIn the event of a sale, assignment, liquidation, or transfer of our assets or of any portion of our business, we reserve all available rights to transfer any and all information that we collect and maintain to unaffiliated third-parties in connection with that event.\n\nMonitoring, Law Enforcement And Legal Requests.\nCompany may be required by law enforcement, federal or regulatory entities, or judicial authorities to provide personal information, such as in response to an audit, investigation, or subpoena. Company will only disclose information as legally required or necessary to demonstrate compliance with the law. Company has no obligation to monitor the Site or the use of the Site or to retain the content of any user session. However, we reserve the right, at all times, to monitor, review, retain and/or disclose any information, as necessary and to the extent possible, to satisfy (and demonstrate our compliance with) any applicable law regulation, legal process or governmental request or to cooperate with law enforcement and other authorities in investigating a claim of illegal activity. We also may use IP addresses, if available, to identify a user when we feel it is necessary to protect the Site, our service, clients, potential clients or others.\n\nOur Internal Use And Research\nCompany reserves the full and unrestricted right to use and disclose de-identified information; anonymized information; aggregated information; or publicly available information that has not been combined with nonpublic personal information for purposes including, but not limited to, our own internal use, service improvement, data mining, analytics, and research.",Categories of Personal Information Shared / Disclosed
ra3,"Information Sold to Third Parties.\nIn the past twelve (12) months, Company has sold personal information to third parties for their own use or further disclosure.\n\nCompany sells and/or licenses subscriptions and/or the right to use and access consumer personal information to non-affiliated third parties. Those third parties include companies in a variety of industries and categories including financial services, data suppliers, data analysts, data brokers, and marketers, etc. The third parties use the information for various business purposes, including location and contact services, fraud identification and detection, and compliance. Some third parties may also resell the information or access to the information, or integrate and incorporate the information into their own transaction-based products or services offered to others. This information includes, for example, name, date of birth, social security number, physical address, telephone number, email address, business and employment information, driver’s license information, bankruptcy and litigation information, military and deceased status, etc.\n\n",Categories of Personal Information Sold
ra3,"A right to know what PI is collected, used, shared or sold by the business;",Description of Right to Know PI Collected
ra3,"A right to know what PI is collected, used, shared or sold by the business;",Description of Right to Know PI sold / shared
ra3,A right to access PI collected and retained by the business;,Description of Right to Know PI Collected
ra3,"A right to require businesses and, by extension, their service providers, to delete PI, subject to certain exceptions;",Description of Right to Delete
ra3,A right to opt-out of the business’ sale of PI;,Description of Right to Opt-out of sale of PI
