RANumb,Text,Label
ra3,"Our Service collects information that identifies a particular individual (""personal information""). The Company collects the following categories of personal information:\n\nCategory\n\nExamples\n\nPurposes for Which Such Information Was Collected \n\nCategories of Sources From Which Personal Information Has Been Collected \n\nCategories of Third Parties With Whom our Services Share Personal Information\n\nPersonal identifiers, business contact information and professional or employment-related information\n\nName, email address, telephone number and similar information.\n\nTo activate and manage your account. To allow us to contact you.  \n\nDirectly from you when voluntarily provided by you to us.  \n\n \n\nService providers that help operate our Services and as otherwise described below.  \n\nBusiness contact information and employment-related information\n\nName, email address, telephone number, and job title.\n\nTo enables users to search for information on the Service. \n\nThrough automated means online and third party sources, as further described below.\n\n \n\nUsers who search our databases and access information.\n\n \n\nInternet or other electronic network activity information, including browsing activity\n\nBrowsing history, search history, information on an individual's interaction with our Services.\n\nTo operate and customize our Services, to analyze and improve use of our Services, develop analytics, for testing and research purposes and as otherwise described below.\n\nDirectly from your devices by observing your actions through our Services.\n\n \n\nService providers that help operate our Services and as otherwise described below.  \n\n \n\n \n\nGeolocation data\n\nYour general geographic location.\n\nTo operate and customize our Services, to analyze and improve use of our Services, develop analytics, for testing and research purposes and as otherwise described below.\n\nDirectly from your devices by observing your actions through our Services.\n\nService providers that help operate our Services.",Categories of Personal Information Collected
ra3,"We may use cookies (and similar items such as clear gifs, web beacons, tags, etc…) through our Services to customize your visit, to analyze how you use our Services and for other purposes to make your visit more convenient, to manage your account or to enable us to enhance our Services.  Cookies and similar items are not used by us to automatically retrieve personally identifiable information from your device without your knowledge, but may be used to store your login credentials.  ",Categories of Personal Information Collected
ra3,"We may use Google Analytics, which is a web analytics service provided by Google, Inc. Google and similar services collect certain information relating to your use of our Services. Such services may use cookies to help us analyze how users use our Services.",Categories of Personal Information Shared / Disclosed
ra3,"HOW WE COLLECT INFORMATION FOR OUR SEARCHABLE DATABASES\n\n\nWe obtain contact data for in several ways, including the following:\n\nOur search technology scans websites and structures publicly-available information.\nWe license contact information from vendors and partners.\nUsers may contribute contact information about themselves or other people.\nWe make inferences based on machine learning models.",Categories of Personal Information Collected
ra3,HOW WE USE YOUR INFORMATION THAT WE COLLECT FROM YOU\nWe use information that we collect from you only as described in this Privacy Policy or as otherwise disclosed to you at the time of collection: \n\nTo operate and provide you with our Services;\nTo provide you with information that you request from us;\nTo market products and services to you that we believe may be of interest;\nTo manage your account; \nTo analyze and improve our Services; and\nFor any other purpose with your consent.,Categories of Personal Information Collected
ra3,"HOW WE USE YOUR INFORMATION THAT WE COLLECT THROUGH OUR SERVICES\nWe use the information that we collect from various sources to populate our databases, improve our Services and to enable registered users to search, access and download such information.",Categories of Personal Information Collected
ra3,"DISCLOSURE OF YOUR INFORMATION\nWe may disclose your information as described in this Privacy Policy or otherwise with your consent:\n\nTo contractors, service providers, and other third parties we use to help operate our Services.  However, such parties are only authorized by us to use the information for the benefit of us;\nTo a buyer or other successor in the event of a merger, divestiture, restructuring, reorganization, dissolution, or other sale or transfer of some or all of our assets, whether as a going concern or as part of bankruptcy, liquidation, or similar proceeding, in which information held by the Company about our Services users is among the assets transferred;\nTo comply with any court order, law, or legal process, including to respond to any lawful government or regulatory request;\nTo enforce or apply our terms, policies or investigate fraud; \nFor safety and security purposes; and\nIf we believe disclosure is necessary or appropriate to protect the rights, property, or safety of the Company, our users or third parties.",Categories of Personal Information Shared / Disclosed
ra3,"DISCLOSURE OF YOUR INFORMATION\nWe may disclose your information as described in this Privacy Policy or otherwise with your consent:\n\nTo contractors, service providers, and other third parties we use to help operate our Services.  However, such parties are only authorized by us to use the information for the benefit of us;\nTo a buyer or other successor in the event of a merger, divestiture, restructuring, reorganization, dissolution, or other sale or transfer of some or all of our assets, whether as a going concern or as part of bankruptcy, liquidation, or similar proceeding, in which information held by the Company about our Services users is among the assets transferred;\nTo comply with any court order, law, or legal process, including to respond to any lawful government or regulatory request;\nTo enforce or apply our terms, policies or investigate fraud; \nFor safety and security purposes; and\nIf we believe disclosure is necessary or appropriate to protect the rights, property, or safety of the Company, our users or third parties.",Categories of Personal Information Sold
ra3,"Right to Know About Personal Information Collected, Disclosed or Sold\n\nYou have the right to request that we disclose certain information to you about our collection, use, disclosure or sale of your personal information over the past 12 months. Once we receive and confirm your verifiable consumer request (see Exercising Access, Deletion and Opt-out Rights), and subject to certain limitations that we describe below, we will disclose such information to you.\n\nYou have the right to request any or all of the following:\n\nThe categories of personal information we collected about you.\nThe categories of sources from which the personal information is collected.\nOur business or commercial purpose for collecting or selling that personal information.\nThe categories of third parties with whom we share that personal information.\nThe specific pieces of personal information we collected about you.",Description of Right to Know PI Collected
ra3," Right to Know About Personal Information Collected, Disclosed or Sold\n\nYou have the right to request that we disclose certain information to you about our collection, use, disclosure or sale of your personal information over the past 12 months. Once we receive and confirm your verifiable consumer request (see Exercising Access, Deletion and Opt-out Rights), and subject to certain limitations that we describe below, we will disclose such information to you.\n\nYou have the right to request any or all of the following:\n\nThe categories of personal information we collected about you.\nThe categories of sources from which the personal information is collected.\nOur business or commercial purpose for collecting or selling that personal information.\nThe categories of third parties with whom we share that personal information.\nThe specific pieces of personal information we collected about you.",Description of Right to Know PI sold / shared
