RANumb,Text,Label
ra3,"Last Updated and Effective Date: January 1, 2023",Updated Privacy Policy
ra3,"The types of Personal Information we collect about you may vary based on how you use the AutoWeb Sites and/or Services and the nature of your relationship with us.\n\nPersonal Information Category	Nature or Type of Personal Information Collected	Business Purpose for Collecting Personal Information	Sold, Shared or Disclosed	Categories of Third Parties with/to who Shared/Sold/Disclosed	Retention Period or Criteria\nIdentifiers	\nFirst and last names (including aliases).\nMobile and landline phone numbers.\nEmail addresses.\nPostal/street addresses\nFulfilling and processing Consumer Requests;\nFacilitating or fulfilling the information, products, or services Consumers requested;\nSurveys Consumers for Marketing Purposes;\nMarketing our referral services to Consumers, including interest-based advertising.\nMarketing other companies’ products or services to Consumers;\nYES\nThird Parties, including vehicle dealers, that can provide the Consumer with the products, services or information that the Consumer has requested;\nOther digital marketing services companies that purchase Consumer Requests from AutoWeb for sale, disclosure or transfer to such Third Party’s customers;\nAdvertiser clients to assess the effectiveness of advertising campaigns we have provided for them;\nThird Party vendors and suppliers of products and services in which the Consumer has expressed an interest or about which a Consumer has requested information;\nService Providers and Contractors;\nThird Parties that may wish to send the Consumer email, postal mail or SMS/text messages containing advertising or marketing materials regarding products or services that the Third Parties or their customers believe Consumers may find of interest.\nCourts, governmental agencies and other Third Parties as required by applicable law, rule, regulation or order.\n5 years after your last use of Service unless it is required by law to retain it for a longer period.\nCommercial information	Vehicle information (e.g., new or used vehicle; vehicle make, and model purchased), product interest, purchase history, product financing information, and financial information such as payment amounts related to a lease or loan and cost of services rendered.	\nProviding Services to Consumers and Fulfilling Consumer Requests\nMarketing and Advertising\nServices improvement and account management\nEvaluating the quality of our Consumer Requests and those acquired from third party sources\nYES\nThird Parties, including vehicle dealers, that can provide the Consumer with the products, services or information that the Consumer has requested;\nOther digital marketing services companies that purchase Consumer Requests from AutoWeb for sale, disclosure or transfer to such Third Party’s customers;\nAdvertiser clients to assess the effectiveness of advertising campaigns we have provided for them;\nThird Party vendors and suppliers of products and services in which the Consumer has expressed an interest or about which a Consumer has requested information;\nService Providers and Contractors;\nThird Parties that may wish to send the Consumer email, postal mail or SMS/text messages containing advertising or marketing materials regarding products or services that the Third Parties or their customers believe Consumers may find of interest.\nCourts, governmental agencies and other Third Parties as required by applicable law, rule, regulation or order.\n5 years after your last use of Service unless it is required by law to retain it for a longer period.\nInternet or other similar network activity, including Online Behavioral Information	\nCookie data\nbrowsing history\nsearch history\nIP address\ndevice and browser information on a consumer's interaction with a website, application, or advertisement.\nProviding Services to Consumers and fulfilling Consumer Requests\nMarketing and Advertising\nServices Improvement and account management\nYES\nThird Parties, including vehicle dealers, that can provide the Consumer with the products, services or information that the Consumer has requested;\nOther digital marketing services companies that purchase Consumer Requests from AutoWeb for sale, disclosure or transfer to such Third Party’s customers;\nAdvertiser clients to assess the effectiveness of advertising campaigns we have provided for them;\nThird Party vendors and suppliers of products and services in which the Consumer has expressed an interest or about which a Consumer has requested information;\nService Providers and Contractors;\nThird Parties that may wish to send the Consumer email, postal mail or SMS/text messages containing advertising or marketing materials regarding products or services that the Third Parties or their customers believe Consumers may find of interest.\nCourts, governmental agencies and other Third Parties as required by applicable law, rule, regulation or order.\n5 years after your last use of Service unless it is required by law to retain it for a longer period.\nGeolocation Data	\nIP address that provides location of device used to submit Consumer Requests or other communications (may include Precise Geolocation Data**)\n**Precise Geolocation Data constitutes Sensitive Personal Information under applicable law.	\nMarketing and Advertising.\nService improvement and account management.\nInterest-based advertising. Online behavioral information may be used to generate “interest-based advertising"" which is advertising that is customized and targeted based on predictions generated over time from a Consumer’s visits across different websites, devices and mobile applications.\nYES\nThird Parties, including vehicle dealers, that can provide the Consumer with the products, services or information that the Consumer has requested;\nOther digital marketing services companies that purchase Consumer Requests from AutoWeb for sale, disclosure or transfer to such Third Party’s customers;\nAdvertiser clients to assess the effectiveness of advertising campaigns we have provided for them;\nThird Party vendors and suppliers of products and services in which the Consumer has expressed an interest or about which a Consumer has requested information;\nService Providers and Contractors;\nThird Parties that may wish to send the Consumer email, postal mail or SMS/text messages containing advertising or marketing materials regarding products or services that the Third Parties or their customers believe Consumers may find of interest.\nCourts, governmental agencies and other Third Parties as required by applicable law, rule, regulation or order.\n5 years after your last use of Service unless it is required by law to retain it for a longer period.\nInferences drawn from other personal information	Profile reflecting a person's preferences, characteristics, psychological trends, predispositions, behavior, attitudes, intelligence, abilities, and aptitudes.	\nProviding Services to Consumers and fulfilling Consumer Requests\nMarketing and Advertising\nServices improvement and account management\nYES\nThird Parties, including vehicle dealers, that can provide the Consumer with the products, services or information that the Consumer has requested;\nOther digital marketing services companies that purchase Consumer Requests from AutoWeb for sale, disclosure or transfer to such Third Party’s customers;\nAdvertiser clients to assess the effectiveness of advertising campaigns we have provided for them;\nThird Party vendors and suppliers of products and services in which the Consumer has expressed an interest or about which a Consumer has requested information;\nService Providers and Contractors;\nThird Parties that may wish to send the Consumer email, postal mail or SMS/text messages containing advertising or marketing materials regarding products or services that the Third Parties or their customers believe Consumers may find of interest.\nCourts, governmental agencies and other Third Parties as required by applicable law, rule, regulation or order.\n5 years after your last use of Service unless it is required by law to retain it for a longer period.",Categories of Personal Information Collected
ra3,"The types of Personal Information we collect about you may vary based on how you use the AutoWeb Sites and/or Services and the nature of your relationship with us.\n\nPersonal Information Category	Nature or Type of Personal Information Collected	Business Purpose for Collecting Personal Information	Sold, Shared or Disclosed	Categories of Third Parties with/to who Shared/Sold/Disclosed	Retention Period or Criteria\nIdentifiers	\nFirst and last names (including aliases).\nMobile and landline phone numbers.\nEmail addresses.\nPostal/street addresses\nFulfilling and processing Consumer Requests;\nFacilitating or fulfilling the information, products, or services Consumers requested;\nSurveys Consumers for Marketing Purposes;\nMarketing our referral services to Consumers, including interest-based advertising.\nMarketing other companies’ products or services to Consumers;\nYES\nThird Parties, including vehicle dealers, that can provide the Consumer with the products, services or information that the Consumer has requested;\nOther digital marketing services companies that purchase Consumer Requests from AutoWeb for sale, disclosure or transfer to such Third Party’s customers;\nAdvertiser clients to assess the effectiveness of advertising campaigns we have provided for them;\nThird Party vendors and suppliers of products and services in which the Consumer has expressed an interest or about which a Consumer has requested information;\nService Providers and Contractors;\nThird Parties that may wish to send the Consumer email, postal mail or SMS/text messages containing advertising or marketing materials regarding products or services that the Third Parties or their customers believe Consumers may find of interest.\nCourts, governmental agencies and other Third Parties as required by applicable law, rule, regulation or order.\n5 years after your last use of Service unless it is required by law to retain it for a longer period.\nCommercial information	Vehicle information (e.g., new or used vehicle; vehicle make, and model purchased), product interest, purchase history, product financing information, and financial information such as payment amounts related to a lease or loan and cost of services rendered.	\nProviding Services to Consumers and Fulfilling Consumer Requests\nMarketing and Advertising\nServices improvement and account management\nEvaluating the quality of our Consumer Requests and those acquired from third party sources\nYES\nThird Parties, including vehicle dealers, that can provide the Consumer with the products, services or information that the Consumer has requested;\nOther digital marketing services companies that purchase Consumer Requests from AutoWeb for sale, disclosure or transfer to such Third Party’s customers;\nAdvertiser clients to assess the effectiveness of advertising campaigns we have provided for them;\nThird Party vendors and suppliers of products and services in which the Consumer has expressed an interest or about which a Consumer has requested information;\nService Providers and Contractors;\nThird Parties that may wish to send the Consumer email, postal mail or SMS/text messages containing advertising or marketing materials regarding products or services that the Third Parties or their customers believe Consumers may find of interest.\nCourts, governmental agencies and other Third Parties as required by applicable law, rule, regulation or order.\n5 years after your last use of Service unless it is required by law to retain it for a longer period.\nInternet or other similar network activity, including Online Behavioral Information	\nCookie data\nbrowsing history\nsearch history\nIP address\ndevice and browser information on a consumer's interaction with a website, application, or advertisement.\nProviding Services to Consumers and fulfilling Consumer Requests\nMarketing and Advertising\nServices Improvement and account management\nYES\nThird Parties, including vehicle dealers, that can provide the Consumer with the products, services or information that the Consumer has requested;\nOther digital marketing services companies that purchase Consumer Requests from AutoWeb for sale, disclosure or transfer to such Third Party’s customers;\nAdvertiser clients to assess the effectiveness of advertising campaigns we have provided for them;\nThird Party vendors and suppliers of products and services in which the Consumer has expressed an interest or about which a Consumer has requested information;\nService Providers and Contractors;\nThird Parties that may wish to send the Consumer email, postal mail or SMS/text messages containing advertising or marketing materials regarding products or services that the Third Parties or their customers believe Consumers may find of interest.\nCourts, governmental agencies and other Third Parties as required by applicable law, rule, regulation or order.\n5 years after your last use of Service unless it is required by law to retain it for a longer period.\nGeolocation Data	\nIP address that provides location of device used to submit Consumer Requests or other communications (may include Precise Geolocation Data**)\n**Precise Geolocation Data constitutes Sensitive Personal Information under applicable law.	\nMarketing and Advertising.\nService improvement and account management.\nInterest-based advertising. Online behavioral information may be used to generate “interest-based advertising"" which is advertising that is customized and targeted based on predictions generated over time from a Consumer’s visits across different websites, devices and mobile applications.\nYES\nThird Parties, including vehicle dealers, that can provide the Consumer with the products, services or information that the Consumer has requested;\nOther digital marketing services companies that purchase Consumer Requests from AutoWeb for sale, disclosure or transfer to such Third Party’s customers;\nAdvertiser clients to assess the effectiveness of advertising campaigns we have provided for them;\nThird Party vendors and suppliers of products and services in which the Consumer has expressed an interest or about which a Consumer has requested information;\nService Providers and Contractors;\nThird Parties that may wish to send the Consumer email, postal mail or SMS/text messages containing advertising or marketing materials regarding products or services that the Third Parties or their customers believe Consumers may find of interest.\nCourts, governmental agencies and other Third Parties as required by applicable law, rule, regulation or order.\n5 years after your last use of Service unless it is required by law to retain it for a longer period.\nInferences drawn from other personal information	Profile reflecting a person's preferences, characteristics, psychological trends, predispositions, behavior, attitudes, intelligence, abilities, and aptitudes.	\nProviding Services to Consumers and fulfilling Consumer Requests\nMarketing and Advertising\nServices improvement and account management\nYES\nThird Parties, including vehicle dealers, that can provide the Consumer with the products, services or information that the Consumer has requested;\nOther digital marketing services companies that purchase Consumer Requests from AutoWeb for sale, disclosure or transfer to such Third Party’s customers;\nAdvertiser clients to assess the effectiveness of advertising campaigns we have provided for them;\nThird Party vendors and suppliers of products and services in which the Consumer has expressed an interest or about which a Consumer has requested information;\nService Providers and Contractors;\nThird Parties that may wish to send the Consumer email, postal mail or SMS/text messages containing advertising or marketing materials regarding products or services that the Third Parties or their customers believe Consumers may find of interest.\nCourts, governmental agencies and other Third Parties as required by applicable law, rule, regulation or order.\n5 years after your last use of Service unless it is required by law to retain it for a longer period.",Categories of Personal Information Shared / Disclosed
ra3,"The types of Personal Information we collect about you may vary based on how you use the AutoWeb Sites and/or Services and the nature of your relationship with us.\n\nPersonal Information Category	Nature or Type of Personal Information Collected	Business Purpose for Collecting Personal Information	Sold, Shared or Disclosed	Categories of Third Parties with/to who Shared/Sold/Disclosed	Retention Period or Criteria\nIdentifiers	\nFirst and last names (including aliases).\nMobile and landline phone numbers.\nEmail addresses.\nPostal/street addresses\nFulfilling and processing Consumer Requests;\nFacilitating or fulfilling the information, products, or services Consumers requested;\nSurveys Consumers for Marketing Purposes;\nMarketing our referral services to Consumers, including interest-based advertising.\nMarketing other companies’ products or services to Consumers;\nYES\nThird Parties, including vehicle dealers, that can provide the Consumer with the products, services or information that the Consumer has requested;\nOther digital marketing services companies that purchase Consumer Requests from AutoWeb for sale, disclosure or transfer to such Third Party’s customers;\nAdvertiser clients to assess the effectiveness of advertising campaigns we have provided for them;\nThird Party vendors and suppliers of products and services in which the Consumer has expressed an interest or about which a Consumer has requested information;\nService Providers and Contractors;\nThird Parties that may wish to send the Consumer email, postal mail or SMS/text messages containing advertising or marketing materials regarding products or services that the Third Parties or their customers believe Consumers may find of interest.\nCourts, governmental agencies and other Third Parties as required by applicable law, rule, regulation or order.\n5 years after your last use of Service unless it is required by law to retain it for a longer period.\nCommercial information	Vehicle information (e.g., new or used vehicle; vehicle make, and model purchased), product interest, purchase history, product financing information, and financial information such as payment amounts related to a lease or loan and cost of services rendered.	\nProviding Services to Consumers and Fulfilling Consumer Requests\nMarketing and Advertising\nServices improvement and account management\nEvaluating the quality of our Consumer Requests and those acquired from third party sources\nYES\nThird Parties, including vehicle dealers, that can provide the Consumer with the products, services or information that the Consumer has requested;\nOther digital marketing services companies that purchase Consumer Requests from AutoWeb for sale, disclosure or transfer to such Third Party’s customers;\nAdvertiser clients to assess the effectiveness of advertising campaigns we have provided for them;\nThird Party vendors and suppliers of products and services in which the Consumer has expressed an interest or about which a Consumer has requested information;\nService Providers and Contractors;\nThird Parties that may wish to send the Consumer email, postal mail or SMS/text messages containing advertising or marketing materials regarding products or services that the Third Parties or their customers believe Consumers may find of interest.\nCourts, governmental agencies and other Third Parties as required by applicable law, rule, regulation or order.\n5 years after your last use of Service unless it is required by law to retain it for a longer period.\nInternet or other similar network activity, including Online Behavioral Information	\nCookie data\nbrowsing history\nsearch history\nIP address\ndevice and browser information on a consumer's interaction with a website, application, or advertisement.\nProviding Services to Consumers and fulfilling Consumer Requests\nMarketing and Advertising\nServices Improvement and account management\nYES\nThird Parties, including vehicle dealers, that can provide the Consumer with the products, services or information that the Consumer has requested;\nOther digital marketing services companies that purchase Consumer Requests from AutoWeb for sale, disclosure or transfer to such Third Party’s customers;\nAdvertiser clients to assess the effectiveness of advertising campaigns we have provided for them;\nThird Party vendors and suppliers of products and services in which the Consumer has expressed an interest or about which a Consumer has requested information;\nService Providers and Contractors;\nThird Parties that may wish to send the Consumer email, postal mail or SMS/text messages containing advertising or marketing materials regarding products or services that the Third Parties or their customers believe Consumers may find of interest.\nCourts, governmental agencies and other Third Parties as required by applicable law, rule, regulation or order.\n5 years after your last use of Service unless it is required by law to retain it for a longer period.\nGeolocation Data	\nIP address that provides location of device used to submit Consumer Requests or other communications (may include Precise Geolocation Data**)\n**Precise Geolocation Data constitutes Sensitive Personal Information under applicable law.	\nMarketing and Advertising.\nService improvement and account management.\nInterest-based advertising. Online behavioral information may be used to generate “interest-based advertising"" which is advertising that is customized and targeted based on predictions generated over time from a Consumer’s visits across different websites, devices and mobile applications.\nYES\nThird Parties, including vehicle dealers, that can provide the Consumer with the products, services or information that the Consumer has requested;\nOther digital marketing services companies that purchase Consumer Requests from AutoWeb for sale, disclosure or transfer to such Third Party’s customers;\nAdvertiser clients to assess the effectiveness of advertising campaigns we have provided for them;\nThird Party vendors and suppliers of products and services in which the Consumer has expressed an interest or about which a Consumer has requested information;\nService Providers and Contractors;\nThird Parties that may wish to send the Consumer email, postal mail or SMS/text messages containing advertising or marketing materials regarding products or services that the Third Parties or their customers believe Consumers may find of interest.\nCourts, governmental agencies and other Third Parties as required by applicable law, rule, regulation or order.\n5 years after your last use of Service unless it is required by law to retain it for a longer period.\nInferences drawn from other personal information	Profile reflecting a person's preferences, characteristics, psychological trends, predispositions, behavior, attitudes, intelligence, abilities, and aptitudes.	\nProviding Services to Consumers and fulfilling Consumer Requests\nMarketing and Advertising\nServices improvement and account management\nYES\nThird Parties, including vehicle dealers, that can provide the Consumer with the products, services or information that the Consumer has requested;\nOther digital marketing services companies that purchase Consumer Requests from AutoWeb for sale, disclosure or transfer to such Third Party’s customers;\nAdvertiser clients to assess the effectiveness of advertising campaigns we have provided for them;\nThird Party vendors and suppliers of products and services in which the Consumer has expressed an interest or about which a Consumer has requested information;\nService Providers and Contractors;\nThird Parties that may wish to send the Consumer email, postal mail or SMS/text messages containing advertising or marketing materials regarding products or services that the Third Parties or their customers believe Consumers may find of interest.\nCourts, governmental agencies and other Third Parties as required by applicable law, rule, regulation or order.\n5 years after your last use of Service unless it is required by law to retain it for a longer period.",Categories of Personal Information Sold
ra3,"Personal Information Category: Identifiers ||| Nature or Type of Personal Information Collected: First and last names (including aliases). Mobile and landline phone numbers. Email addresses. Postal/street addresses ||| Business Purpose for Collecting Personal Information: Fulfilling and processing Consumer Requests; Facilitating or fulfilling the information, products, or services Consumers requested; Surveys Consumers for Marketing Purposes; Marketing our referral services to Consumers, including interest-based advertising. Marketing other companies’ products or services to Consumers; ||| Sold, Shared or Disclosed: YES ||| Categories of Third Parties with/to who Shared/Sold/Disclosed: Third Parties, including vehicle dealers, that can provide the Consumer with the products, services or information that the Consumer has requested; Other digital marketing services companies that purchase Consumer Requests from AutoWeb for sale, disclosure or transfer to such Third Party’s customers; Advertiser clients to assess the effectiveness of advertising campaigns we have provided for them; Third Party vendors and suppliers of products and services in which the Consumer has expressed an interest or about which a Consumer has requested information; Service Providers and Contractors; Third Parties that may wish to send the Consumer email, postal mail or SMS/text messages containing advertising or marketing materials regarding products or services that the Third Parties or their customers believe Consumers may find of interest. Courts, governmental agencies and other Third Parties as required by applicable law, rule, regulation or order. ||| Retention Period or Criteria: 5 years after your last use of Service unless it is required by law to retain it for a longer period.",Categories of Personal Information Sold
ra3,"Personal Information Category: Identifiers ||| Nature or Type of Personal Information Collected: First and last names (including aliases). Mobile and landline phone numbers. Email addresses. Postal/street addresses ||| Business Purpose for Collecting Personal Information: Fulfilling and processing Consumer Requests; Facilitating or fulfilling the information, products, or services Consumers requested; Surveys Consumers for Marketing Purposes; Marketing our referral services to Consumers, including interest-based advertising. Marketing other companies’ products or services to Consumers; ||| Sold, Shared or Disclosed: YES ||| Categories of Third Parties with/to who Shared/Sold/Disclosed: Third Parties, including vehicle dealers, that can provide the Consumer with the products, services or information that the Consumer has requested; Other digital marketing services companies that purchase Consumer Requests from AutoWeb for sale, disclosure or transfer to such Third Party’s customers; Advertiser clients to assess the effectiveness of advertising campaigns we have provided for them; Third Party vendors and suppliers of products and services in which the Consumer has expressed an interest or about which a Consumer has requested information; Service Providers and Contractors; Third Parties that may wish to send the Consumer email, postal mail or SMS/text messages containing advertising or marketing materials regarding products or services that the Third Parties or their customers believe Consumers may find of interest. Courts, governmental agencies and other Third Parties as required by applicable law, rule, regulation or order. ||| Retention Period or Criteria: 5 years after your last use of Service unless it is required by law to retain it for a longer period.",Categories of Personal Information Shared / Disclosed
ra3,"Personal Information Category: Identifiers ||| Nature or Type of Personal Information Collected: First and last names (including aliases). Mobile and landline phone numbers. Email addresses. Postal/street addresses ||| Business Purpose for Collecting Personal Information: Fulfilling and processing Consumer Requests; Facilitating or fulfilling the information, products, or services Consumers requested; Surveys Consumers for Marketing Purposes; Marketing our referral services to Consumers, including interest-based advertising. Marketing other companies’ products or services to Consumers; ||| Sold, Shared or Disclosed: YES ||| Categories of Third Parties with/to who Shared/Sold/Disclosed: Third Parties, including vehicle dealers, that can provide the Consumer with the products, services or information that the Consumer has requested; Other digital marketing services companies that purchase Consumer Requests from AutoWeb for sale, disclosure or transfer to such Third Party’s customers; Advertiser clients to assess the effectiveness of advertising campaigns we have provided for them; Third Party vendors and suppliers of products and services in which the Consumer has expressed an interest or about which a Consumer has requested information; Service Providers and Contractors; Third Parties that may wish to send the Consumer email, postal mail or SMS/text messages containing advertising or marketing materials regarding products or services that the Third Parties or their customers believe Consumers may find of interest. Courts, governmental agencies and other Third Parties as required by applicable law, rule, regulation or order. ||| Retention Period or Criteria: 5 years after your last use of Service unless it is required by law to retain it for a longer period.",Categories of Personal Information Collected
ra3,"Personal Information Category: Commercial information ||| Nature or Type of Personal Information Collected: Vehicle information (e.g., new or used vehicle; vehicle make, and model purchased), product interest, purchase history, product financing information, and financial information such as payment amounts related to a lease or loan and cost of services rendered. ||| Business Purpose for Collecting Personal Information: Providing Services to Consumers and Fulfilling Consumer Requests Marketing and Advertising Services improvement and account management Evaluating the quality of our Consumer Requests and those acquired from third party sources ||| Sold, Shared or Disclosed: YES ||| Categories of Third Parties with/to who Shared/Sold/Disclosed: Third Parties, including vehicle dealers, that can provide the Consumer with the products, services or information that the Consumer has requested; Other digital marketing services companies that purchase Consumer Requests from AutoWeb for sale, disclosure or transfer to such Third Party’s customers; Advertiser clients to assess the effectiveness of advertising campaigns we have provided for them; Third Party vendors and suppliers of products and services in which the Consumer has expressed an interest or about which a Consumer has requested information; Service Providers and Contractors; Third Parties that may wish to send the Consumer email, postal mail or SMS/text messages containing advertising or marketing materials regarding products or services that the Third Parties or their customers believe Consumers may find of interest. Courts, governmental agencies and other Third Parties as required by applicable law, rule, regulation or order. ||| Retention Period or Criteria: 5 years after your last use of Service unless it is required by law to retain it for a longer period.",Categories of Personal Information Sold
ra3,"Personal Information Category: Commercial information ||| Nature or Type of Personal Information Collected: Vehicle information (e.g., new or used vehicle; vehicle make, and model purchased), product interest, purchase history, product financing information, and financial information such as payment amounts related to a lease or loan and cost of services rendered. ||| Business Purpose for Collecting Personal Information: Providing Services to Consumers and Fulfilling Consumer Requests Marketing and Advertising Services improvement and account management Evaluating the quality of our Consumer Requests and those acquired from third party sources ||| Sold, Shared or Disclosed: YES ||| Categories of Third Parties with/to who Shared/Sold/Disclosed: Third Parties, including vehicle dealers, that can provide the Consumer with the products, services or information that the Consumer has requested; Other digital marketing services companies that purchase Consumer Requests from AutoWeb for sale, disclosure or transfer to such Third Party’s customers; Advertiser clients to assess the effectiveness of advertising campaigns we have provided for them; Third Party vendors and suppliers of products and services in which the Consumer has expressed an interest or about which a Consumer has requested information; Service Providers and Contractors; Third Parties that may wish to send the Consumer email, postal mail or SMS/text messages containing advertising or marketing materials regarding products or services that the Third Parties or their customers believe Consumers may find of interest. Courts, governmental agencies and other Third Parties as required by applicable law, rule, regulation or order. ||| Retention Period or Criteria: 5 years after your last use of Service unless it is required by law to retain it for a longer period.",Categories of Personal Information Shared / Disclosed
ra3,"Personal Information Category: Commercial information ||| Nature or Type of Personal Information Collected: Vehicle information (e.g., new or used vehicle; vehicle make, and model purchased), product interest, purchase history, product financing information, and financial information such as payment amounts related to a lease or loan and cost of services rendered. ||| Business Purpose for Collecting Personal Information: Providing Services to Consumers and Fulfilling Consumer Requests Marketing and Advertising Services improvement and account management Evaluating the quality of our Consumer Requests and those acquired from third party sources ||| Sold, Shared or Disclosed: YES ||| Categories of Third Parties with/to who Shared/Sold/Disclosed: Third Parties, including vehicle dealers, that can provide the Consumer with the products, services or information that the Consumer has requested; Other digital marketing services companies that purchase Consumer Requests from AutoWeb for sale, disclosure or transfer to such Third Party’s customers; Advertiser clients to assess the effectiveness of advertising campaigns we have provided for them; Third Party vendors and suppliers of products and services in which the Consumer has expressed an interest or about which a Consumer has requested information; Service Providers and Contractors; Third Parties that may wish to send the Consumer email, postal mail or SMS/text messages containing advertising or marketing materials regarding products or services that the Third Parties or their customers believe Consumers may find of interest. Courts, governmental agencies and other Third Parties as required by applicable law, rule, regulation or order. ||| Retention Period or Criteria: 5 years after your last use of Service unless it is required by law to retain it for a longer period.",Categories of Personal Information Collected
