RANumb,Text,Label
ra3,"Effective as of February 7, 2022",Updated Privacy Policy
ra3,"Data We Collect\nWe use cookies, pixel tags, local storage objects, server logs and other tracking technologies to collect and store data about you and your activities. These tracking technologies carry unique identifiers, which are relative to either your browser or account, and allow us to make informed decisions to better your experience with our services, such as personalizing content and advertisements to match your taste profile, remembering your preferences, improving the features you use, and building new features and services.\n\nWe use both first- and third-party cookies. First-party cookies are set by the website that is being visited. Third-party cookies are set by a domain other than that of the website you are visiting. When accessing the Service on the Site, we set first-party cookies and our trusted third-party business partners set third-party cookies. When accessing the Service via a website we do not own, we and our trusted third-party business partners set third-party cookies.\n\nWe use a combination of persistent and session cookies. Persistent cookies are cookies that remain on a user’s device for the period of time specified in the cookie; the length varies based on the use, but we typically expire persistent cookies within 18 months or less, although there are times we may need to keep them around for longer than 18 months. Session cookies are temporary, starting when your browser window opens and deleting when it closes.",Categories of Personal Information Collected
ra3,"We also use Google Analytics, a web analytics service provided by Google, Inc. Google Analytics uses cookies or other tracking technologies to help us analyze how users interact with the Site and Service, compile reports on their activity, and provide other services related to their activity and usage. The technologies used by Google may collect information such as your IP address, time of visit, whether you are a returning visitor, and any referring website. The technologies used by Google Analytics do not gather information that personally identifies you. The information generated by Google Analytics will be transmitted to and stored by Google and will be subject to Google’s privacy policies. To learn more about Google’s partner services and to learn how to opt-out of tracking of analytics by Google, click here.",Categories of Personal Information Shared / Disclosed
ra3,"Classifications of Cookies We Use.\nBroadly, we use four classifications of cookies. Some of the cookies we use span multiple classifications.\n\nStrictly Necessary Cookies\nAllow you to interact with the Service and access secure areas, such as updating your billing information. Without these cookies, we cannot provide the requested services in a useful and safe manner.\n\nPerformance Cookies\nAllow us to analyze how users interact with the Service, so that we can improve the user experience and build new features that are useful.\n\nFunctionality Cookies\nUsed to remember choices you have made, such as layout, language or product preferences.\n\nTargeting Cookies\nUsed to recommend content and advertisements that match your personal taste profile.",Categories of Personal Information Collected
ra3,"Basic Data We Automatically Collect.\nWhen you access the Site and Service, we collect and store basic device data, such as IP address, approximate geographic location, device type, browser, and operating system.",Categories of Personal Information Collected
ra3,"Activity.\nWhenever you access the Service, we and our trusted third-party business partners, consisting of advertisers, publishers and third-party vendors (“Partners”), use a combination of the technologies listed above to better understand how you interact with our Service. This includes interactions with the Service directly, as well as tracking your activity when we directly refer you to a third-party website, such as tracking product purchases. This data is foundational in personalizing content and advertisements to match your taste profile, remembering your preferences, improving the features you use, and building new features and services.",Categories of Personal Information Shared / Disclosed
ra3,"Activity.\nWhenever you access the Service, we and our trusted third-party business partners, consisting of advertisers, publishers and third-party vendors (“Partners”), use a combination of the technologies listed above to better understand how you interact with our Service. This includes interactions with the Service directly, as well as tracking your activity when we directly refer you to a third-party website, such as tracking product purchases. This data is foundational in personalizing content and advertisements to match your taste profile, remembering your preferences, improving the features you use, and building new features and services.",Categories of Personal Information Collected
ra3,"Account and Profile Data.\nWhen you register an account with the Company, we ask for personally identifiable data, such as name, email address, and date of birth. ",Categories of Personal Information Collected
ra3,"If you are a publisher or advertiser, there is often additional data we need to collect in order to execute the business relationship, such as payment data; we collect, store and use this data directly through the Service, through and in conjunction with third-party vendors, and through various business forms, such as insertion orders.",Categories of Personal Information Collected
ra3,"If you are a publisher or advertiser, there is often additional data we need to collect in order to execute the business relationship, such as payment data; we collect, store and use this data directly through the Service, through and in conjunction with third-party vendors, and through various business forms, such as insertion orders.",Categories of Personal Information Shared / Disclosed
ra3,"How We Use the Data We Collect\nWe use data collected directly from you, from our trusted Partners, and via publicly available data sources to improve your experience with our services. Our business and commercial purposes include, but are not limited to, counting ad impressions to unique visitors, verifying positioning and quality of ad impressions, and auditing compliance with this specification and other standards. For example, we use your activity data to better understand your personal preferences, ensuring we deliver you content, advertisements, and experiences that match your personal taste profile. More broadly, we analyze aggregated trends to better understand how our product decisions detract or add to your experience when accessing the Service.",Categories of Personal Information Collected
ra3,"How We Use the Data We Collect\nWe use data collected directly from you, from our trusted Partners, and via publicly available data sources to improve your experience with our services. Our business and commercial purposes include, but are not limited to, counting ad impressions to unique visitors, verifying positioning and quality of ad impressions, and auditing compliance with this specification and other standards. For example, we use your activity data to better understand your personal preferences, ensuring we deliver you content, advertisements, and experiences that match your personal taste profile. More broadly, we analyze aggregated trends to better understand how our product decisions detract or add to your experience when accessing the Service.",Categories of Personal Information Shared / Disclosed
ra3,"Unregistered Users.\nIf you are accessing the Service as an unregistered user (e.g., you are not logged in), we still track the data described above in the “Basic Data We Automatically Collect” and “Activity” sections, but rather than tying that data to a logged-in account, we automatically associate it with a logged-out account ID, which allows us to personalize the content and advertising experience for you.",Categories of Personal Information Collected
ra3,"Deleting Your Data\nTo you delete your data, please fill out the form at the bottom of the page.",Description of Right to Delete
ra3,"To you delete your data, please fill out the form at the bottom of the page.",Methods to exercise rights
ra3,"Requesting Your Data\nIf you would like to request access to and/or export your data, please fill out the form at the bottom of the page.",Description of Right to Know PI Collected
ra3,"If you would like to request access to and/or export your data, please fill out the form at the bottom of the page.",Methods to exercise rights
ra3,"Updating or Correcting Your Data\nIf you are a registered user and would like to update or correct your data, go to “Profile Menu > Settings > Basic.”",Description of Right to Correct Information
ra3,"If you are a registered user and would like to update or correct your data, go to “Profile Menu > Settings > Basic.”",Methods to exercise rights
ra3,"Deleting Your Data\nWhen logged in, you can easily update and delete most data and content you create. If you would like us to delete your account and all its personally identifiable data, please fill out the form at the bottom of the page.",Description of Right to Delete
ra3,"If you would like us to delete your account and all its personally identifiable data, please fill out the form at the bottom of the page.",Methods to exercise rights
ra3,"Requesting Your Data\nIf you would like to request access to and/or export your data, please fill out the form at the bottom of the page.",Description of Right to Know PI Collected
ra3,"If you would like to request access to and/or export your data, please fill out the form at the bottom of the page.",Methods to exercise rights
