RANumb,Text,Label
ra3,"Effective date: 1/1/20, Revised date : 6/12/22",Updated Privacy Policy
ra3,"Personal Data We Collect, Process, or Store	How We Obtain It\n",Categories of Personal Information Collected
ra3,"How We Obtain It\n\nData Category: Identifiers\n\nGeneral (This row applies to all Billtrust Products except data processed in Credit, BPN, BBD, and for marketing purposes): first and last name, email address, phone number, shipping address.	General: You provide us with this Personal Data during the order process, registration for, and use of our Products.\nCredit: first and last name, business address, email address, Federal Tax ID (which can be a Social Security Number), shipping address, username (and password).	Credit: publicly available websites and other Customers.\nBusiness Payment Network (BPN): first and last name, email address, company address, Tax ID (which can be a Social Security Number), account name and name of account owner(s), and Merchant ID.	Business Payment Network: our Customers (Payables providers and suppliers) and our Sponsors.\n\n\nBilltrust Business Directory (BBD): company name (such as sole proprietor’s name), email address.	Billtrust Business Directory: our database for billing and payments, which contains data of our Customers and the customers of our Customers.\nMarketing: first and last name, IP address, email address, mailing address.	Marketing: cookies placed in our Sites as described in our Cookie Policy; communications sent by you or other customers/prospects via our websites or by email; tradeshows/conferences/events; publicly available websites (for example, LinkedIn, Zoominfo, industry websites); and vendors that provide website analytics and account-based marketing platform services.",Categories of Personal Information Collected
ra3,"0: General (This row applies to all Billtrust Products except data processed in Credit, BPN, BBD, and for marketing purposes): first and last name, email address, phone number, shipping address. ||| 1: General: You provide us with this Personal Data during the order process, registration for, and use of our Products.\n\n0: Credit: first and last name, business address, email address, Federal Tax ID (which can be a Social Security Number), shipping address, username (and password). ||| 1: Credit: publicly available websites and other Customers.\n\n0: Business Payment Network (BPN): first and last name, email address, company address, Tax ID (which can be a Social Security Number), account name and name of account owner(s), and Merchant ID. ||| 1: Business Payment Network: our Customers (Payables providers and suppliers) and our Sponsors.\n\n0: Billtrust Business Directory (BBD): company name (such as sole proprietor’s name), email address. ||| 1: Billtrust Business Directory: our database for billing and payments, which contains data of our Customers and the customers of our Customers.\n\n0: Marketing: first and last name, IP address, email address, mailing address. ||| 1: Marketing: cookies placed in our Sites as described in our Cookie Policy; communications sent by you or other customers/prospects via our websites or by email; tradeshows/conferences/events; publicly available websites (for example, LinkedIn, Zoominfo, industry websites); and vendors that provide website analytics and account-based marketing platform services.\n\n",Categories of Personal Information Collected
ra3,"Special categories of Personal Data\n\nGeneral (This row applies to all Billtrust Products except data processed in Credit, BPN, BBD, and for marketing purposes): credit card company, credit card number and expiration date, credit card billing address, bank account information, invoicing information.	\nGeneral: You provide us with this Personal Data during the order process, registration for, and use of our Products\nCredit: financial statements.	Credit: Credit bureaus, publicly available websites (i.e. news websites) and other Customers.\nBusiness Payment Network: telephone number; bank account information (to facilitate ACH and wire transactions).	Business Payment Network: our Customers (Payables providers and suppliers) and our Sponsors.\nMarketing: phone number.	Marketing: communications sent by you or other customers/prospects via our websites or by email; tradeshows/conferences/events; publicly available websites (for example, LinkedIn, Zoominfo, industry websites); and vendors that provide website analytics and account-based marketing platform services.\n",Categories of Personal Information Collected
ra3,"0: General (This row applies to all Billtrust Products except data processed in Credit, BPN, BBD, and for marketing purposes): credit card company, credit card number and expiration date, credit card billing address, bank account information, invoicing information. ||| 1: General: You provide us with this Personal Data during the order process, registration for, and use of our Products\n\n0: Credit: financial statements. ||| 1: Credit: Credit bureaus, publicly available websites (i.e. news websites) and other Customers.\n\n0: Business Payment Network: telephone number; bank account information (to facilitate ACH and wire transactions). ||| 1: Business Payment Network: our Customers (Payables providers and suppliers) and our Sponsors.\n\n0: Marketing: phone number. ||| 1: Marketing: communications sent by you or other customers/prospects via our websites or by email; tradeshows/conferences/events; publicly available websites (for example, LinkedIn, Zoominfo, industry websites); and vendors that provide website analytics and account-based marketing platform services.",Categories of Personal Information Collected
ra3,"Data Category: Protected characteristics\n\nMarketing: gender.	Marketing: communications sent by you or other customers/prospects via our websites or by email; tradeshows/conferences/events; publicly available websites (for example LinkedIn, Zoominfo, industry websites); and vendors that provide website analytics and account-based marketing platform services.",Categories of Personal Information Collected
ra3,"Data Category: Commercial information\n\nGeneral (This row applies to all Billtrust Products except data processed in Credit, BPN, BBD, and for marketing purposes): : invoicing information.	General: You provide us with this Personal Data during the order process, registration for, and use of our Products.\nCredit: Trade data, business operational, employment and financial characteristics; government compliance data; creditor exposure and payment experiences; industry opinions.	Credit: Credit bureaus, publicly available websites (i.e. news websites) and other customers.\nBusiness Payment Network: monthly check data/volume, transaction value of payments flowing through the BPN (ultimately, this data is aggregated).	Business Payment Network: our Customers (Payables providers and suppliers), our ACH transaction facilitator, and our Sponsors.\nBilltrust Business Directory: number of electronic payments, number of payments with paper checks, payment preferences (paper checks/electronic payment) (this is further aggregated).	Billtrust Business Directory: our database for billing and payments, which contains data of our Customers and the customers of our Customers.\nMarketing: service and product purchase history.	Marketing: communications sent by you or other customers/prospects via our websites or by email; tradeshows/conferences/events; publicly available websites (for example, LinkedIn, Zoominfo, industry websites); and vendors that provide website analytics and account-based marketing platform services.",Categories of Personal Information Collected
ra3,"General (This row applies to all Billtrust Products except data processed in Credit, BPN, BBD, and for marketing purposes): : invoicing information. ||| 1: General: You provide us with this Personal Data during the order process, registration for, and use of our Products.\n\n0: Credit: Trade data, business operational, employment and financial characteristics; government compliance data; creditor exposure and payment experiences; industry opinions. ||| 1: Credit: Credit bureaus, publicly available websites (i.e. news websites) and other customers.\n\n0: Business Payment Network: monthly check data/volume, transaction value of payments flowing through the BPN (ultimately, this data is aggregated). ||| 1: Business Payment Network: our Customers (Payables providers and suppliers), our ACH transaction facilitator, and our Sponsors.\n\n0: Billtrust Business Directory: number of electronic payments, number of payments with paper checks, payment preferences (paper checks/electronic payment) (this is further aggregated). ||| 1: Billtrust Business Directory: our database for billing and payments, which contains data of our Customers and the customers of our Customers.\n\n0: Marketing: service and product purchase history. ||| 1: Marketing: communications sent by you or other customers/prospects via our websites or by email; tradeshows/conferences/events; publicly available websites (for example, LinkedIn, Zoominfo, industry websites); and vendors that provide website analytics and account-based marketing platform services.",Categories of Personal Information Collected
ra3,"Data Category: Internet or other similar network activity\n\nGeneral (This row applies to all Billtrust Products except data processed in Credit, BPN, BBD, and for marketing purposes Marketing): : your interaction with our website, applications and advertisements.\n\nMarketing: your interaction with our website, applications and advertisements, such as URLs visited.	General and marketing: General: you provide us with this Personal Data when you visit our websites or interact with our Apps (with cookies).",Categories of Personal Information Collected
