RANumb,Text,Label
ra3,"EFFECTIVE DATE: March 20, 2023",Updated Privacy Policy
ra3,"What Personal Data Do We Collect About You and Why?\nPersonal Data, as we use it in this Policy, means information that directly identifies you and therefore, can be associated with you. This includes, but is not limited to, your first and last name, and contact information such as your physical address, email address, Internet Protocol address (“IP address”) and phone number.  Personal Data may also include your professional or employment-related details and details regarding your interaction with our Website or email marketing.\n\nPersonal Data We Collect Directly from You.\n\nIf you request a whitepaper or other specific content, subscribe to our newsletters, or complete the web form on the Contact Us page, we ask you to fill out a brief form that requests information such as your name, company, title, e-mail address, and telephone, as well as your areas of interest and of course the content of any message to us. Similarly, if you provide comments on any blog or community page we may host, you will need to log in – although you may do that via your social network account such as Facebook, Twitter, or LinkedIn.\n\nOf course, we collect information from you when you respond to an online or a telemarketing survey.",Categories of Personal Information Collected
ra3,"Personal Data We Receive from Information Readily Available in the Public Domain.\n\nDSG affirmatively collects and receives BCI from various third-party sources, including our partners.  BCI is information pertaining to businesses and individuals that is readily available in the public domain, including but not limited to:  business name, first and last name, business telephone number, job titles, work e-mail addresses and location in which a business is located and an individual works.",Categories of Personal Information Collected
ra3,We collect this information to provide our Products and Services to our customers.,Categories of Personal Information Shared / Disclosed
ra3,We collect this information to provide our Products and Services to our customers.,Categories of Personal Information Sold
ra3,"Personal Data We Collect Automatically.\n\nWe may automatically collect the following information about your use of our Website through cookies, web beacons, and other technologies: your domain name; your browser type and operating system; web pages you view; links you click; your IP address; the length of time you visit our Website; and the referring Uniform Resource Locator (“URL”), or the webpage that led you to our Website. We also use cookies and other tracking mechanisms in emails that we send you. In the email context, these tools help us know whether you’ve opened our message and whether you have interacted with the content at all. We may combine this information with other information that we have collected about you, including, where applicable, your username, name, and other Personal Data. ",Categories of Personal Information Collected
ra3,"How We Use Personal Data\nWe use Personal Data for the following purposes: \n\nTo fulfill or meet the reason you provided the Personal Data. To communicate with you about your purchase or use of our Products and Services, to respond to your inquiries or request for information, and for other marketing and client service purposes.\n\nTo tailor the content and information that we may send through development of your profile, to offer content customization, and personalized help and instructions, and to otherwise personalize your experiences while visiting our Website and to help connect you with others who may have Products or Services in which you’ve expressed an interest.\n\nFor marketing purposes. For example, we may use your Personal Data, such as your email address or phone number, to send you content, surveys, news and newsletters, or to otherwise contact you about our Products and Services or information we think may interest you. We may also use automatically collected Personal Data to determine whether and how you have interacted with any email messages we have sent you.\n\nTo provide our customers with access to a database of accurate business data records including BCI which enables them to promote their goods and services employing direct marketing to the right people (i.e., decision makers, influencers, champions) in other businesses, and to promote your business so it can be found when it is searched for by other businesses.\n\nTo better understand how visitors access and use our Website, both on an aggregated and individualized basis, in order to improve our Website. For testing, research, analysis, and our development of our Products and Services. To evaluate or conduct a merger, divestiture, restructuring, reorganization, dissolution, or other sale or transfer of some or all of our assets, whether as a going concern or as part of bankruptcy, liquidation, or similar proceeding, in which Personal Data held by us about our Website users is among the assets transferred.\n\nIf we would like to use your Personal Data for any purposes other than those described, we will obtain your prior consent unless there are other lawful bases for processing your Personal Data (please see below at Section 7).",Categories of Personal Information Sold
ra3,"How We Use Personal Data\nWe use Personal Data for the following purposes: \n\nTo fulfill or meet the reason you provided the Personal Data. To communicate with you about your purchase or use of our Products and Services, to respond to your inquiries or request for information, and for other marketing and client service purposes.\n\nTo tailor the content and information that we may send through development of your profile, to offer content customization, and personalized help and instructions, and to otherwise personalize your experiences while visiting our Website and to help connect you with others who may have Products or Services in which you’ve expressed an interest.\n\nFor marketing purposes. For example, we may use your Personal Data, such as your email address or phone number, to send you content, surveys, news and newsletters, or to otherwise contact you about our Products and Services or information we think may interest you. We may also use automatically collected Personal Data to determine whether and how you have interacted with any email messages we have sent you.\n\nTo provide our customers with access to a database of accurate business data records including BCI which enables them to promote their goods and services employing direct marketing to the right people (i.e., decision makers, influencers, champions) in other businesses, and to promote your business so it can be found when it is searched for by other businesses.\n\nTo better understand how visitors access and use our Website, both on an aggregated and individualized basis, in order to improve our Website. For testing, research, analysis, and our development of our Products and Services. To evaluate or conduct a merger, divestiture, restructuring, reorganization, dissolution, or other sale or transfer of some or all of our assets, whether as a going concern or as part of bankruptcy, liquidation, or similar proceeding, in which Personal Data held by us about our Website users is among the assets transferred.\n\nIf we would like to use your Personal Data for any purposes other than those described, we will obtain your prior consent unless there are other lawful bases for processing your Personal Data (please see below at Section 7).",Categories of Personal Information Shared / Disclosed
ra3,"How We Use Personal Data\nWe use Personal Data for the following purposes: \n\nTo fulfill or meet the reason you provided the Personal Data. To communicate with you about your purchase or use of our Products and Services, to respond to your inquiries or request for information, and for other marketing and client service purposes.\n\nTo tailor the content and information that we may send through development of your profile, to offer content customization, and personalized help and instructions, and to otherwise personalize your experiences while visiting our Website and to help connect you with others who may have Products or Services in which you’ve expressed an interest.\n\nFor marketing purposes. For example, we may use your Personal Data, such as your email address or phone number, to send you content, surveys, news and newsletters, or to otherwise contact you about our Products and Services or information we think may interest you. We may also use automatically collected Personal Data to determine whether and how you have interacted with any email messages we have sent you.\n\nTo provide our customers with access to a database of accurate business data records including BCI which enables them to promote their goods and services employing direct marketing to the right people (i.e., decision makers, influencers, champions) in other businesses, and to promote your business so it can be found when it is searched for by other businesses.\n\nTo better understand how visitors access and use our Website, both on an aggregated and individualized basis, in order to improve our Website. For testing, research, analysis, and our development of our Products and Services. To evaluate or conduct a merger, divestiture, restructuring, reorganization, dissolution, or other sale or transfer of some or all of our assets, whether as a going concern or as part of bankruptcy, liquidation, or similar proceeding, in which Personal Data held by us about our Website users is among the assets transferred.\n\nIf we would like to use your Personal Data for any purposes other than those described, we will obtain your prior consent unless there are other lawful bases for processing your Personal Data (please see below at Section 7).",Categories of Personal Information Collected
ra3,"How We Disclose Your Personal Data\nWe may disclose your Personal Data within DSG, and externally with third parties as discussed below.  \n\nWhen we disclose your Personal Data, we enter into a contractually binding agreement with the recipient of the Personal Data which requires the recipient to comply with the European Union General Data Protection Regulation (“GDPR”), the UK GDPR, the Canadian Personal Data Protection and Electronic Documents Act (“PIPEDA”), as well as any implementing regulation thereof of any jurisdiction, and any applicable data privacy laws and regulations of the United States or any US state, Canada, or any other relevant jurisdictions. \n\nInternally, Within DSG. We may disclose your Personal Data internally, within DSG. This may involve disclosing your Personal Data outside of the EEA and the UK.  All DSG subsidiaries and affiliates have entered into an intra-company transfer agreement committing to compliance with the GDPR, UK GDPR, PIPEDA, as well all other applicable data privacy laws.  \n\nOther Website Visitors. If you post a comment on the blog pages or any other public area of our Website, your comment and identity will be available to, and searchable by, all users of our Website. This does not apply to any personal data you provide in a Contact Us inquiry.\n\nUpon Your Request or Instruction. When you request content from us or we present you with an online or telemarketing survey, we will typically obtain your direction to disclose limited Personal Data between DSG subsidiaries or affiliates, or specified business customers.\n\nService Providers. We may disclose the personal data we collect from you to third party vendors, service providers, sub-processors, contractors or agents who perform functions on our behalf. We only disclose Personal Data to our service providers for the purpose of performing services on our behalf. We require that these parties only process the Personal Data for limited and specified purposes consistent with this Policy.\n\nCustomers and Partners. We may disclose your Personal Data with our customers and partners under lawful bases, including Consent and/or Legitimate Interest (please see Section 7, below).\n\nBusiness Transfers. If DSG or any of its subsidiaries or affiliates are acquired by or merged with another organization, if substantially all of our assets are transferred to another organization, or as part of a bankruptcy proceeding, we may transfer the personal data we have collected from you to the other organization.\n\nIn Response to Legal Process. We also may disclose the Personal Data we collect from you in order to comply with the law, a judicial proceeding, court order, or other legal process, such as in response to a court order or a subpoena.\n\nTo Protect Us and Others. We also may disclose the Personal Data we collect from you where we believe it is necessary to investigate, prevent, or take action regarding illegal activities, suspected fraud, situations involving potential threats to the safety of any person, violations of our Terms of Use or this Policy, or as evidence in litigation in which we are involved.\n\nOther Purposes\n\nIf we would like to disclose your Personal Data for any purposes other than those described, we will obtain your prior consent, unless there are other lawful bases for processing your Personal Data (please see Section 7, below).",Categories of Personal Information Shared / Disclosed
