RANumb,Text,Label
ra2,"Last updated: June 20, 2022",Updated Privacy Policy
ra2,"California consumers have statutory rights to request us to disclose what personal information we collect, use, disclose and “sell”",Description of Right to Know PI Collected
ra2,"California consumers have statutory rights to request us to disclose what personal information we collect, use, disclose and “sell”.",Description of Right to Know PI sold / shared
ra2,To stop such disclosures and “sales” please use the opt-out form accessible here.,Description of Right to Opt-out of sale of PI
ra2,To stop such disclosures and “sales” please use the opt-out form accessible here.,Methods to exercise rights
ra2,"Please be informed that this CCPA does not apply to third-party data – such as personal data you process within your CRMs, e-mail communication, etc. – that you (being our client) voluntarily furnish to us while using our Services or may be integrated with our Service upon your decision – subject to the Terms of Service. We process such data in our capacity as third party; depending on the circumstances, you may be required to fulfill CCPA requirements.",Categories of Personal Information Collected
ra2,"Sources and Categories of Personal Information 
\nWe collect personal information on California consumers solely from you or from publicly available websites and databases, social media platforms, professional networking events and websites, browser plugins or professional third-party business data providers. Those information are collected for our business and commercial purposes, including provision of our Services and their development, marketing or advertising and for reasons that are further elaborated in other sections of this Privacy Policy.
\nWe have collected the following categories of personal information about California consumers over the last twelve months:
\n(i) Identifiers and other personal information, such as real name, alias, postal address, unique personal identifier, online identifier, IP address, email address, account name,
\n(ii) Education, employment and professional information – such as your certifications, trainings and schools attended fact of employment, employment history, professional roles, and titles,
\n(iii) Internet or other electronic network activity information, such as browsing history, search history, and information regarding a consumer’s interaction with our Website (such as movement or scrolling), application, or advertisement – provided that you use our Website or Services.",Categories of Personal Information Collected
ra2,"2.3.2. Personal Information We Might Disclose or ‘Sell’ 
\nFirstly, please be assured that we gather and might disclose solely business-oriented information via our Services to provide intelligence of solely professional character to our clients. This means that we neither aim nor attempt to collect, store, and share information on natural persons for other purposes than enabling or facilitating business contacts.  
\nIn the past twelve months, the following categories of personal information (as described above) have been disclosed for business purposes about California residents: (i) Identifiers and other personal information, (ii) Education, employment and professional information. Such information is licensed to our clients for the purpose of business-to-business sales and marketing under the Terms of Service and are limited to business contact information concerning an employee, company representative, or an entrepreneur.
\nWe do not sell any of your financial information on any payments you might make to us and – to the best of our assessment – we do not knowingly sell or anyhow disclose the personal information of minors under 16 years of age.",Categories of Personal Information Shared / Disclosed
ra2,"2.3.2. Personal Information We Might Disclose or ‘Sell’ 
\nFirstly, please be assured that we gather and might disclose solely business-oriented information via our Services to provide intelligence of solely professional character to our clients. This means that we neither aim nor attempt to collect, store, and share information on natural persons for other purposes than enabling or facilitating business contacts.  
\nIn the past twelve months, the following categories of personal information (as described above) have been disclosed for business purposes about California residents: (i) Identifiers and other personal information, (ii) Education, employment and professional information. Such information is licensed to our clients for the purpose of business-to-business sales and marketing under the Terms of Service and are limited to business contact information concerning an employee, company representative, or an entrepreneur.
\nWe do not sell any of your financial information on any payments you might make to us and – to the best of our assessment – we do not knowingly sell or anyhow disclose the personal information of minors under 16 years of age.",Categories of Personal Information Sold
ra2,"Apart from the right of notice – i.e. the right to know about personal information being collected, used, disclosed or ‘sold’ by us that this Privacy Policy is intended to satisfy, California consumers have the right not to be discriminated against for exercising this right or any of the further following ones under the CCPA:",Description of Right to Non-discrimination on exercising rights
ra2,"(i) Right to Know (access). California residents have a right to request the disclosure of the following: (a) categories of personal information we have collected, (b) categories of sources from which we collected the personal information; (c) business or commercial purpose for collecting or sharing the personal information; (d) categories of third parties with whom we have shared the personal information; and (e) specific pieces of personal information collected. ",Description of Right to Know PI Collected
ra2,"(i) Right to Know (access). California residents have a right to request the disclosure of the following: (a) categories of personal information we have collected, (b) categories of sources from which we collected the personal information; (c) business or commercial purpose for collecting or sharing the personal information; (d) categories of third parties with whom we have shared the personal information; and (e) specific pieces of personal information collected. ",Description of Right to Know PI sold / shared
ra2,"(ii) Right to Delete. California residents have a right to request that certain personal information we have collected be deleted. We are permitted, however, to retain certain information necessary to complete the transaction for which the information was collected, detect security incidents, protect against malicious, deceptive, fraudulent, or illegal activity, identify and repair errors and for other reasons listed in California Civil Code 1798.105(d).  ",Description of Right to Delete
ra2,(iii) Right to Opt-Out. California residents have the right to opt-out of the “sale” of their personal information – known as “Do Not Sell My Info”.,Description of Right to Opt-out of sale of PI
ra2,"Once again, we will not discriminate against you in any way if you choose to exercise your rights under the CCPA. ",Description of Right to Non-discrimination on exercising rights
ra2,"If you choose to exercise any of them please use this CCPA personal information request form for opt-out requests, which is accessible here, or – to exercise other rights than to opt-out, please e-mail us at privacy@growbots.com",Methods to exercise rights
