RANumb,Text,Label
ra3,"Last Updated: February 8, 2022",Updated Privacy Policy
ra3,"Collection of Data
Logiq may collect and receive customer data and other personal information and data (“personal information”) in a variety of ways. Logiq collects, generates, and/or receives personal information, including (i) identifying information provided through your account, (ii) contact information, (iii) survey results and information, (iv) payment, billing, or financial information, (v) usage information, (vi) cookie information, (vii) information from third party services and partners, and (viii) additional information provided to Logiq through User Submissions.

Logiq may receive this information directly from you, for example from forms you fill out; indirectly from you, for example by observing your behaviors or interactions with our Website(s); or from third parties, such as our business partners, clients, or enrichment services.

Logiq is the controller of the personal information collected on the Website(s), which includes:

Your email address when you register for an account on a Website.
Information by which you may be personally identified, including (a) information that you provide for your user profile upon registration, (b) that you provide to us through other interactions with us including the use of the Website(s), and (c) that we may receive  from our third party business partners, such as your name, home, work, and mobile phone numbers, mailing address, email address, gender, zip code, income, political views, and any other information requested on applicable registration forms (“personal information”).
Information about your internet connection, the equipment you use to access our Website(s), and usage details.
Information that is about you, but individually does not identify you, such as geographic location, hobbies or interests.
Some registered customers of Fixel AI, Inc.’s (“Fixel”) subscription services use the services to collect information about how their own users use the services, applications, websites and related third-party applications, including personal information (“Fixel Client Services Data”). 

With respect to Fixel Client Services Data, please note:

Fixel Client Services Data may include, without limitation, information about the identity of Fixel client users (such as name, postal address, e-mail address, IP address and phone number), as well as information about the pages users visit, the features they use, and the actions they take while using the Fixel services.  
This Privacy Policy does not apply to Fixel Client Services Data and we are not responsible for our clients’ handling of Fixel Client Services Data.  Our clients have their own policies regarding the collection, use and disclosure of your personal information.  To learn about how a particular client handles your personal information, we encourage you to read the client’s privacy statement.  
Fixel may collect, process, and use anonymized client end user data.",Categories of Personal Information Collected
ra3,"In addition, Logiq may access, collect, monitor, store on your device, and/or remotely store one or more “device identifiers.” Device identifiers are small data files or similar data structures stored on or associated with your mobile device, which uniquely identify your mobile device. A device identifier may be data stored in connection with the device hardware, data stored in connection with the device’s operating system or other software, or data sent to the device by Logiq. A device identifier may deliver information to Logiq or to a third party partner about how you browse and use the Website(s) and may help Logiq or others provide reports or personalized content and ads. ",Categories of Personal Information Collected
ra3,"In addition, Logiq may access, collect, monitor, store on your device, and/or remotely store one or more “device identifiers.” Device identifiers are small data files or similar data structures stored on or associated with your mobile device, which uniquely identify your mobile device. A device identifier may be data stored in connection with the device hardware, data stored in connection with the device’s operating system or other software, or data sent to the device by Logiq. A device identifier may deliver information to Logiq or to a third party partner about how you browse and use the Website(s) and may help Logiq or others provide reports or personalized content and ads. ",Categories of Personal Information Shared / Disclosed
ra3,"“User Submissions” are communications between you and Logiq. For example, Logiq may send you emails related to the Website(s) (e.g., for account verification, changes/updates to features of the Website(s), technical and security notices). Logiq may collect personal information through User Submissions to respond to your inquires. ",Categories of Personal Information Collected
ra3," If you use the Mobile Services, Logiq may store information regarding your mobile device, including your device type and operating system, the advertising ID of your mobile device, location services, or in other applications as permitted by the functionality of such mobile device.",Categories of Personal Information Collected
ra3,"Enrichment Services
Certain categories of personal information may be made available to our customers and business partners in connection with providing data enrichment services. Data enrichment is a process of combining data from different sources to enhance, refine, and improve the data. Logiq may combine data in its possession, or with data from enrichment services, in order to match contact data or other relevant records linked to the same individual. Data that may be returned by our enrichment services include email addresses, social handles, hashed identifiers, basic demographic information, and consumer interests.  

Whenever we store your information directly, we will provide you with access to that information upon request. If that information is wrong, we strive to give you an easy way to update it or ask for it to be deleted. We will ensure your personal information is promptly updated or deleted, unless we have a legal basis for keeping any part of information. ",Categories of Personal Information Shared / Disclosed
ra3,"Enrichment Services
Certain categories of personal information may be made available to our customers and business partners in connection with providing data enrichment services. Data enrichment is a process of combining data from different sources to enhance, refine, and improve the data. Logiq may combine data in its possession, or with data from enrichment services, in order to match contact data or other relevant records linked to the same individual. Data that may be returned by our enrichment services include email addresses, social handles, hashed identifiers, basic demographic information, and consumer interests.  

Whenever we store your information directly, we will provide you with access to that information upon request. If that information is wrong, we strive to give you an easy way to update it or ask for it to be deleted. We will ensure your personal information is promptly updated or deleted, unless we have a legal basis for keeping any part of information. ",Categories of Personal Information Sold
ra3,"How We Use and Share Your Information
Logiq creates aggregate reports on user demographics and traffic patterns. These aggregated statistics are used internally to better provide services to users of the Website(s) and may also be provided to advertisers, sponsors, and partners. This allows Logiq’s advertisers, partners, and sponsors to advertise more effectively, and allows our users to receive advertisements that are pertinent to their interests and needs. For example, we use the information we collect to (a) provide, maintain, and protect the services and Website(s); (b) notify users of promotions, special events, new services and special offers relevant to you, for example, with your consent where appropriate, through emails, phone calls, text messages (SMS), and push notifications; (c) tailor product offerings, customer service and overall experience; (d) improve the content, operation, appearance and utility of the Website(s); (e) conduct surveys, research and evaluations; (f) troubleshoot and resolve disputes; (g) gather analytical data and (h) fulfill any other purpose for which you provide it; and (j) accomplish other administrative tasks or in any other way we may describe when you provide the information.

Logiq also uses the information that you provide, or that Logiq collects, to provide its products, services and features to you; to provide you with customer support; as well as to track user-generated content and users to comply as a service provider with the DMCA and other applicable laws. Logiq uses the information to prevent potentially illegal activities. These efforts may on occasion result in a temporary or permanent suspension or termination of some functions for some users. Logiq may contact you with announcements related to the Website(s) from time to time. You may opt out of all communications except essential updates on your account.

When you click on or otherwise interact with an advertisement on our Website(s) there is a possibility that the advertiser may place a cookie in your browser or the advertising ID for the Mobile Services and note that it meets the criteria they selected.

Logiq may share User Submissions and your information (including but not limited to, information from cookies, log files, device identifiers, location data, and usage data) with businesses that are legally part of the same group of companies that Logiq is part of, or that become part of that group (“Affiliates”). Affiliates may use this information to help provide, understand, and improve the Website(s) (including by providing analytics) and Affiliates’ own services (including by providing you with better and more relevant experiences); however, these Affiliates will honor the choices you make about who can see your photos.

Logiq may also share personal information outlined in this Privacy Policy, with others, in the following instances:

With our service providers, in order to operate, maintain and enhance the services we provide;
With our billing or payment services providers;
With competent authorities and with any third party, as may be required;
With third parties to whom we believe that we are required by law to disclose your information;
With attorneys, courts and relevant third parties, in any case of dispute, or legal proceeding of any kind involving you; and
With Logiq Affiliates and other corporate group companies.
With third parties to offer marketing or services to you directly.",Categories of Personal Information Sold
ra3,"How We Use and Share Your Information
Logiq creates aggregate reports on user demographics and traffic patterns. These aggregated statistics are used internally to better provide services to users of the Website(s) and may also be provided to advertisers, sponsors, and partners. This allows Logiq’s advertisers, partners, and sponsors to advertise more effectively, and allows our users to receive advertisements that are pertinent to their interests and needs. For example, we use the information we collect to (a) provide, maintain, and protect the services and Website(s); (b) notify users of promotions, special events, new services and special offers relevant to you, for example, with your consent where appropriate, through emails, phone calls, text messages (SMS), and push notifications; (c) tailor product offerings, customer service and overall experience; (d) improve the content, operation, appearance and utility of the Website(s); (e) conduct surveys, research and evaluations; (f) troubleshoot and resolve disputes; (g) gather analytical data and (h) fulfill any other purpose for which you provide it; and (j) accomplish other administrative tasks or in any other way we may describe when you provide the information.

Logiq also uses the information that you provide, or that Logiq collects, to provide its products, services and features to you; to provide you with customer support; as well as to track user-generated content and users to comply as a service provider with the DMCA and other applicable laws. Logiq uses the information to prevent potentially illegal activities. These efforts may on occasion result in a temporary or permanent suspension or termination of some functions for some users. Logiq may contact you with announcements related to the Website(s) from time to time. You may opt out of all communications except essential updates on your account.

When you click on or otherwise interact with an advertisement on our Website(s) there is a possibility that the advertiser may place a cookie in your browser or the advertising ID for the Mobile Services and note that it meets the criteria they selected.

Logiq may share User Submissions and your information (including but not limited to, information from cookies, log files, device identifiers, location data, and usage data) with businesses that are legally part of the same group of companies that Logiq is part of, or that become part of that group (“Affiliates”). Affiliates may use this information to help provide, understand, and improve the Website(s) (including by providing analytics) and Affiliates’ own services (including by providing you with better and more relevant experiences); however, these Affiliates will honor the choices you make about who can see your photos.

Logiq may also share personal information outlined in this Privacy Policy, with others, in the following instances:

With our service providers, in order to operate, maintain and enhance the services we provide;
With our billing or payment services providers;
With competent authorities and with any third party, as may be required;
With third parties to whom we believe that we are required by law to disclose your information;
With attorneys, courts and relevant third parties, in any case of dispute, or legal proceeding of any kind involving you; and
With Logiq Affiliates and other corporate group companies.
With third parties to offer marketing or services to you directly.",Categories of Personal Information Shared / Disclosed
