RANumb,Text,Label
ra3,"The Types of Data That We Obtain and Use\n\nData Axle receives data from, and handles data on behalf of, a variety of consumer-facing companies, applications and services, business-facing companies, and data compilers and suppliers. We also may obtain data through public sources, such as census data and other public records. Some of the data we receive, use and make available is Personal Information (“PI”) or is linked to PI. PI includes, for instance, name, postal address, telephone number or email address. In addition, some of our services involve using and making available “business to business” (“B2B”) data, which is obtained from a number of sources, including public directories, filings and publications, surveys and subscriptions.\n\nWe also collect certain information when you visit our website, https://www.data-axle.com, as described in the below section titled “Data Collected On Our Website.”",Categories of Personal Information Collected
ra3,"We use and make available PI for various purposes in connection with the products and services we offer. For instance:\n\na. We help marketers to deliver, target and optimize direct mail and email campaigns, display, mobile and social media marketing;\nb. We help marketers to measure the effectiveness of ad campaigns (online and offline), such as by determining which messages are most likely to be seen or opened by which types of consumers, or which types of ads are most likely to lead to purchases;\nc. We create sets of consumer attributes – categories of personal interests that are grouped together based on common interests or preferences (“Data Segments”). These Data Segments may be associated with a person, household, or when used online, a unique online identifier, such as enjoying sports, travel, living in a middle-class neighborhood, or being a member of a certain profession. Marketers may use these Data Segments to tailor more relevant ads and offers to groups of users, or to learn more about their own customers and improve their own databases.\nd. We provide other data services, such as (but not limited to) verification, record look-ups, anti-fraud services, B2B records and services, and other analytics and database tools.\n\nWe may use PI and Data Segments to help marketers and other data platforms perform “cross-channel” marketing – analyzing, locating and creating potential marketing “audiences” through multiple channels, e.g., web and mobile, or TV/radio.\n\nIn addition, when we work with online marketing applications such as through web-based, mobile, or cable TV technologies, these marketing applications may de-identify PI (such as by creating a “hashed” version of an email address, or another associated identifier) in order to reach consumers through online display media. These marketing applications use cookies and similar technologies, often associated with unique online identifiers. Similarly, when we interact with consumers online, such as through a website or online ad or an email, we may employ cookies and similar technologies, which also may contain unique online identifiers. To learn more about these technologies, please go to the below section titled “Cookies, Web Pixels and Similar Technologies”, and to opt out of the use of these technologies by many marketing applications that employ them for third party behavioral tracking and similar types of ad targeting, please go to the below section titled “Your Choices and Rights.”\n\nThe above is not necessarily an exclusive description of the ways we may employ PI and other data. (You may learn more about our products and services by reviewing descriptions of our services on our website.) Generally, however, by permitting marketers to reference PI and other data when they send offers to their customers and others, we do so to help increase the likelihood that marketers will send relevant and desired, rather than unwanted offers, content, coupons and ads.",Categories of Personal Information Sold
ra3,"We use and make available PI for various purposes in connection with the products and services we offer. For instance:\n\na. We help marketers to deliver, target and optimize direct mail and email campaigns, display, mobile and social media marketing;\nb. We help marketers to measure the effectiveness of ad campaigns (online and offline), such as by determining which messages are most likely to be seen or opened by which types of consumers, or which types of ads are most likely to lead to purchases;\nc. We create sets of consumer attributes – categories of personal interests that are grouped together based on common interests or preferences (“Data Segments”). These Data Segments may be associated with a person, household, or when used online, a unique online identifier, such as enjoying sports, travel, living in a middle-class neighborhood, or being a member of a certain profession. Marketers may use these Data Segments to tailor more relevant ads and offers to groups of users, or to learn more about their own customers and improve their own databases.\nd. We provide other data services, such as (but not limited to) verification, record look-ups, anti-fraud services, B2B records and services, and other analytics and database tools.\n\nWe may use PI and Data Segments to help marketers and other data platforms perform “cross-channel” marketing – analyzing, locating and creating potential marketing “audiences” through multiple channels, e.g., web and mobile, or TV/radio.\n\nIn addition, when we work with online marketing applications such as through web-based, mobile, or cable TV technologies, these marketing applications may de-identify PI (such as by creating a “hashed” version of an email address, or another associated identifier) in order to reach consumers through online display media. These marketing applications use cookies and similar technologies, often associated with unique online identifiers. Similarly, when we interact with consumers online, such as through a website or online ad or an email, we may employ cookies and similar technologies, which also may contain unique online identifiers. To learn more about these technologies, please go to the below section titled “Cookies, Web Pixels and Similar Technologies”, and to opt out of the use of these technologies by many marketing applications that employ them for third party behavioral tracking and similar types of ad targeting, please go to the below section titled “Your Choices and Rights.”\n\nThe above is not necessarily an exclusive description of the ways we may employ PI and other data. (You may learn more about our products and services by reviewing descriptions of our services on our website.) Generally, however, by permitting marketers to reference PI and other data when they send offers to their customers and others, we do so to help increase the likelihood that marketers will send relevant and desired, rather than unwanted offers, content, coupons and ads.",Categories of Personal Information Collected
ra3,"We use and make available PI for various purposes in connection with the products and services we offer. For instance:\n\na. We help marketers to deliver, target and optimize direct mail and email campaigns, display, mobile and social media marketing;\nb. We help marketers to measure the effectiveness of ad campaigns (online and offline), such as by determining which messages are most likely to be seen or opened by which types of consumers, or which types of ads are most likely to lead to purchases;\nc. We create sets of consumer attributes – categories of personal interests that are grouped together based on common interests or preferences (“Data Segments”). These Data Segments may be associated with a person, household, or when used online, a unique online identifier, such as enjoying sports, travel, living in a middle-class neighborhood, or being a member of a certain profession. Marketers may use these Data Segments to tailor more relevant ads and offers to groups of users, or to learn more about their own customers and improve their own databases.\nd. We provide other data services, such as (but not limited to) verification, record look-ups, anti-fraud services, B2B records and services, and other analytics and database tools.\n\nWe may use PI and Data Segments to help marketers and other data platforms perform “cross-channel” marketing – analyzing, locating and creating potential marketing “audiences” through multiple channels, e.g., web and mobile, or TV/radio.\n\nIn addition, when we work with online marketing applications such as through web-based, mobile, or cable TV technologies, these marketing applications may de-identify PI (such as by creating a “hashed” version of an email address, or another associated identifier) in order to reach consumers through online display media. These marketing applications use cookies and similar technologies, often associated with unique online identifiers. Similarly, when we interact with consumers online, such as through a website or online ad or an email, we may employ cookies and similar technologies, which also may contain unique online identifiers. To learn more about these technologies, please go to the below section titled “Cookies, Web Pixels and Similar Technologies”, and to opt out of the use of these technologies by many marketing applications that employ them for third party behavioral tracking and similar types of ad targeting, please go to the below section titled “Your Choices and Rights.”\n\nThe above is not necessarily an exclusive description of the ways we may employ PI and other data. (You may learn more about our products and services by reviewing descriptions of our services on our website.) Generally, however, by permitting marketers to reference PI and other data when they send offers to their customers and others, we do so to help increase the likelihood that marketers will send relevant and desired, rather than unwanted offers, content, coupons and ads.",Categories of Personal Information Shared / Disclosed
ra3,"Data Collected On Our Website\n\nThis website itself is primarily directed to businesses that may wish to use our services, but we welcome consumers who want to know more about our services. When you access this website or engage with us by email, we may collect the following information:\n\na. Personal Information. When you provide us with information through our website, such as to request or download information, sign up for a newsletter, event or service, or log in to a service or application we provide, we may request and you may provide certain PI to us. We may use your PI for any business purpose, including to administer your account and provide you services, to send communications and administrative emails, to respond to your inquiries, and to send marketing and product update messages. We may also use it to analyze how customers are using our website or services.\nb. Non-Personal Information. Whether or not you sign up for an account or provide us with PI, we may collect other information when you visit our website. This may include:\n\ni. The type of browser and operating system you have used to access the website, a time-stamp, and other browser or device information;\nii. Your IP address (which is a number automatically assigned to your computer when you access the Internet and can be used to derive your general geographic location);\niii. Your clickstream data and any URL referral information (such as any website or social media platform that referred you to our website);\niv. What part(s) of our website you visit, click and view, and how long you view it;\nv. A unique identifier, which we may associate with a cookie, device identifier or similar technology.\n\nWe may collect or store the above information by using cookies, web beacons, and similar technologies, and may target or retarget ads to you using those cookies, device identifiers, or similar technologies, when you browse the Internet or use your mobile device. We may combine any information including PI you provide to us.",Categories of Personal Information Collected
ra3,"How We Work With and Share Data With Third Parties\n\nData Axle may share and sell data, including PI and Data Segments, as follows:\n\na. Agents and Service Providers: We may share data, including PI and Data Segments, with agents, business partners and service providers who work on our behalf, or to help us provide services requested by our customers, including to perform any of the services described in this Privacy Policy. We may do so, for instance, to help send or target advertising on behalf of our clients (or ourselves), for analytical purposes, to measure campaigns, or inform future campaigns. We may do so to facilitate the sending of display media, email, or other requested services.\nb. Partners: We may share or sell data, including PI and Data Segments, with and to business and data partners (such as business partners who provide to marketers their own applications or data services) or with clients, to help provide more tailored advertising and for analytical purposes.\nc. Corporate transfers: If Data Axle or its significant assets are purchased by another entity, our data will likely be transferred to that entity, including for due diligence prior to any such potential purchase.\nd. Affiliates, Parents and Subsidiaries: We may share some or all of the data in our possession with affiliated or subsidiary companies. Our affiliates and subsidiaries include (but are not limited to): Direct Media Holdings, Inc.; Direct Media, LLC; GoTime Corporation; infoUSA Inc.; infoUSA Marketing, Inc.; Walter Karl, Inc.; Yesmail, Inc.; and Yesmail International Holdings, Inc. (You may learn more about several of these on this website.)\ne. As Required by Law or to Protect Any Party: Data Axle may disclose data if we believe in good faith that such disclosure is necessary to (a) comply with relevant laws or to respond to subpoenas or warrants served on us; or (b) to protect or otherwise defend the rights, property or safety of Data Axle or any other party.\nf. Data We Collect on Our Website. We use data that you provide to us on our website to market, we may use this data for our business purposes. For instance, if you provide us with your name and email address, we may put your into our proprietary database and send you newsletters about our company, our services, and events. We will provide you a way to opt out of these emails, usually through a link in the email footer.",Categories of Personal Information Sold
ra3,"How We Work With and Share Data With Third Parties\n\nData Axle may share and sell data, including PI and Data Segments, as follows:\n\na. Agents and Service Providers: We may share data, including PI and Data Segments, with agents, business partners and service providers who work on our behalf, or to help us provide services requested by our customers, including to perform any of the services described in this Privacy Policy. We may do so, for instance, to help send or target advertising on behalf of our clients (or ourselves), for analytical purposes, to measure campaigns, or inform future campaigns. We may do so to facilitate the sending of display media, email, or other requested services.\nb. Partners: We may share or sell data, including PI and Data Segments, with and to business and data partners (such as business partners who provide to marketers their own applications or data services) or with clients, to help provide more tailored advertising and for analytical purposes.\nc. Corporate transfers: If Data Axle or its significant assets are purchased by another entity, our data will likely be transferred to that entity, including for due diligence prior to any such potential purchase.\nd. Affiliates, Parents and Subsidiaries: We may share some or all of the data in our possession with affiliated or subsidiary companies. Our affiliates and subsidiaries include (but are not limited to): Direct Media Holdings, Inc.; Direct Media, LLC; GoTime Corporation; infoUSA Inc.; infoUSA Marketing, Inc.; Walter Karl, Inc.; Yesmail, Inc.; and Yesmail International Holdings, Inc. (You may learn more about several of these on this website.)\ne. As Required by Law or to Protect Any Party: Data Axle may disclose data if we believe in good faith that such disclosure is necessary to (a) comply with relevant laws or to respond to subpoenas or warrants served on us; or (b) to protect or otherwise defend the rights, property or safety of Data Axle or any other party.\nf. Data We Collect on Our Website. We use data that you provide to us on our website to market, we may use this data for our business purposes. For instance, if you provide us with your name and email address, we may put your into our proprietary database and send you newsletters about our company, our services, and events. We will provide you a way to opt out of these emails, usually through a link in the email footer.",Categories of Personal Information Shared / Disclosed
ra3,"Cookies, Web Pixels, and Similar Technologies\n\nThis section provides more information about cookies and similar technologies that we and our business partners may use, and how they work",Categories of Personal Information Collected
ra3,"We sometimes work with partners to enhance our services (e.g. for purposes of retargeting and tailoring ads, or placing browser cookies). These partners may set and access their own cookies, pixel tags and similar technologies on your device, which may have cookies with varying expiration period. Those partners may, likewise, collect various types of anonymous or de-identified information about your browser, device, or browsing activities through use of these cookies.",Categories of Personal Information Collected
ra3,"We sometimes work with partners to enhance our services (e.g. for purposes of retargeting and tailoring ads, or placing browser cookies). These partners may set and access their own cookies, pixel tags and similar technologies on your device, which may have cookies with varying expiration period. Those partners may, likewise, collect various types of anonymous or de-identified information about your browser, device, or browsing activities through use of these cookies.",Categories of Personal Information Shared / Disclosed
