RANumb,Text,Label
ra2,"Your state’s laws may allow for accessing, correcting, and deletion of personal information, and any required opt-out options from our company’s data collection of personal information.",Description of Right to Know PI Collected
ra2,"Your state’s laws may allow for accessing, correcting, and deletion of personal information, and any required opt-out options from our company’s data collection of personal information.",Description of Right to Know PI sold / shared
ra2,"Your state’s laws may allow for accessing, correcting, and deletion of personal information, and any required opt-out options from our company’s data collection of personal information.",Description of Right to Correct Information
ra2,"Your state’s laws may allow for accessing, correcting, and deletion of personal information, and any required opt-out options from our company’s data collection of personal information.",Description of Right to Delete
ra2,"Your state’s laws may allow for accessing, correcting, and deletion of personal information, and any required opt-out options from our company’s data collection of personal information.",Description of Right to Opt-out of sale of PI
ra2,"If any consumer seeks to submit such an inquiry with BusinessWatch Network, please email at: support@bizwatchnetwork.com",Methods to exercise rights
ra2,"We collect the domain name and e-mail address (where possible) of visitors to our web page and/or subscribers to our newsletter, aggregate information on what pages consumers access or visit, user-specific information on what pages consumer's access or visit, information volunteered by the consumer, such as survey information and/or site registrations.",Categories of Personal Information Collected
ra2,"The BusinessWatch Network does not collect any Personally Identifiable Information from you except when you expressly volunteer the information and after you acknowledge your consent through the use of the website. This includes when you:\n\nRegister for a seminar, become a Member, purchase or download a BusinessWatch Network product or service.\nRequest information (electronically) about BusinessWatch Network products and services, subscribe to newsletters, or enter a promotional contest.\nUse or participate in various services or features made available on the Website (including, for example and without limitation, blogs and other user communities)\nUse various tools to select BusinessWatch Network products and services that are suitable for your website visit.\nRequest contact with a BusinessWatch Network sales representative.\nProvide BusinessWatch Network with comments, questions or feedback about BusinessWatch Network products and services or your website experience.",Categories of Personal Information Collected
ra2,"“Personally Identifiable Information” includes information that identifies, relates to, or could reasonably be linked with you or your household, and inferences from other personal information that could create a profile about your preferences and characteristics, for example, your name; home or business address; e-mail address; telephone, wireless and/or fax number; short message service or text message address or other wireless device address; instant messaging address; credit card and other payment information; employment information and work experience; demographic information and/or other information that may identify you as an individual or allow online or offline contact with you as an individual.\n\nPersonal Identifiable Information does not include publicly available information that is from federal, state, or local government records, such as professional licenses and public real estate/property records.",Categories of Personal Information Collected
ra2,"These cookies do not identify, monitor or track any Personally Identifiable Information. BusinessWatch Network uses this information to analyze trends, track visitors' movements and gather broad demographic information for aggregate use. If a visitor rejects the cookie, the visitor may be limited in some areas of the Website. ",Categories of Personal Information Collected
ra2,The information we collect is made available via the BusinessWatch Network subscriber to reputable organizations for purposes of assisting them in contacting business professionals subscribed to our Network.,Categories of Personal Information Shared / Disclosed
ra2,"While these cookies remain on your hard drive after the conclusion of your site visit, they do not contain or collect any Personally Identifiable Information and do not read any other information on your computer’s hard drive.",Categories of Personal Information Collected
ra2,We may share certain aggregate and non-personally identifiable information about our users in order to help deliver more relevant advertisements over their ad networks.,Categories of Personal Information Shared / Disclosed
ra2,Our information practices may change at some time in the future. Privacy Policy changes will be updated and noted on the Privacy Policy page. ,Updated Privacy Policy
ra2,"If you register for a seminar or pay for products and services using a credit card, Personally Identifiable Information (such as your name and shipping address) and financial information (such as your credit card number and expiration date) may be required. This information may be used for billing purposes and to fill orders. If we have trouble processing an order, this contact information may be used to get in touch with you.",Categories of Personal Information Collected
ra2,"The Personally Identifiable Information you give us via the website and information about your order may be combined with other Personally Identifiable Information (such as demographic information and past purchase history) available from our records and other sources (including, without limitation, our worldwide databases). This information may be used to make our future marketing efforts more efficient and will help us to improve the operations and maintenance of our website and business.",Categories of Personal Information Collected
ra2," In particular, our website has collected the following categories of Personal Information from its consumers within the last twelve (12) months:\n\n\nCategory\n\nCollected	\n\nA. Identifiers.	YES	\n\nB. Personal information categories listed in the CCPA (Cal. Civ. Code § 1798.80(e)).	YES	\n\nC. Protected classification characteristics under California or federal law.	NO	\n\nD. Commercial information.	YES	\n\nE. Biometric information.	NO	\n\nF. Internet or other similar network activity.	YES	\n\nG. Geolocation data.	YES	\n\nH. Sensory data.	NO	\n\nI. Professional or employment-related information.	YES	\n\nJ. Inferences drawn from other Personal Information.	YES	\n",Categories of Personal Information Collected
ra2,0: nan ||| 1: A. Identifiers. ||| 2: YES ||| 3: nan\n\n0: nan ||| 1: B. Personal information categories listed in the CCPA (Cal. Civ. Code § 1798.80(e)). ||| 2: YES ||| 3: nan\n\n0: nan ||| 1: C. Protected classification characteristics under California or federal law. ||| 2: NO ||| 3: nan\n\n0: nan ||| 1: D. Commercial information. ||| 2: YES ||| 3: nan\n\n0: nan ||| 1: E. Biometric information. ||| 2: NO ||| 3: nan\n\n0: nan ||| 1: F. Internet or other similar network activity. ||| 2: YES ||| 3: nan\n\n0: nan ||| 1: G. Geolocation data. ||| 2: YES ||| 3: nan\n\n0: nan ||| 1: H. Sensory data. ||| 2: NO ||| 3: nan\n\n0: nan ||| 1: I. Professional or employment-related information. ||| 2: YES ||| 3: nan\n\n0: nan ||| 1: J. Inferences drawn from other Personal Information. ||| 2: YES ||| 3: nan,Categories of Personal Information Collected
