RANumb,Text,Label
ra3,We may collect the following types of Personal Information:\n\nGeneral Communication Information\nAccount Information\nBilling Information\nCustomer Data\nMetadata\nThird party data\nUsage Information,Categories of Personal Information Collected
ra3," In connection with the provision of the Services, we obtain Personal Information relating to you from the various sources described below.",Categories of Personal Information Collected
ra3,"Personal Information Provided by You\nGeneral Communication Information. When you contact us (for example via email, phone or online web forms), we will collect Personal Information provided by you, such as your first and last name, telephone number, email address, physical address, employer name, as well as any other content that you provide (“General Communication Information”). If you do not provide certain General Communication Information, we may not be able to answer your requests or queries.\nAccount Information. We may collect usernames, passwords, and other details of account-level information from representatives of business Customers when they correspond with us by phone or email, or request support for the Services (“Account Information”). If they do not provide certain Account Information, such as usernames and passwords, they may not be able to use the Services or take advantage of certain features of the Services.\nBilling Information. We may collect billing information from representatives of our business Customers when they purchase our Services, such as billing name and address, ACH, or credit card number.\nPersonal Information Provided by Customers\nCustomer Data. We collect information in the form of queries submitted to the Services by business Customers for identity verification and fraud prevention and detection purposes. Such queries may contain the name, e-mail address, physical address, phone number, and IP address of the business Customer’s consumers (“Customer Data”). When a Customer submits Customer Data to the Services, Ekata may analyze Customer Data in conjunction with Ekata Data (see below) and other Customers’ data, to create Metadata (see below) to provide results to the Customer’s query.\nPersonal Information Derived from Customer Data\nMetadata. We derive information from our analysis of Customer Data, such as the number of times a data element has been queried in a period of time (velocity) or the last time a data element has been seen (recency), and hashed, encrypted Customer Data (“Metadata”). On this basis we identify behavioral patterns that give us insights for our fraud prevention and identity verification services (e.g., patterns confirming that your address is current and genuine).\nThird parties\nThird party data. We obtain Personal Information from publicly available sources and from third party data providers, who may collect the information from publicly available sources or directly from individuals, to enable us to provide our Services. This data collection includes the mapping of IP addresses to non-precise location data (e.g., city, state), and the collection of the following data elements: name, e-mail address, physical address, phone number, and IP address. Ekata includes such third party data together with Metadata (collectively “Ekata Data”) in its own database.\nPersonal Information Automatically Obtained from Your Interaction with the Services\nUsage Information (such as cookies and similar technologies). When you visit our website or use our Pro Insight service, we may collect certain information by automated means such as cookies, web beacons, and embedded scripts. This Usage Information may include standard information from a web browser (such as browser type and browser language), an IP address, device identifier numbers, and the actions a website visitor or Customer takes on Pro Insight (such as how a visitor/Customer interacts with the web pages and the links clicked). For detailed information about the use of cookies and similar technologies, please see our below short summary and our Cookie Consent Tool.\nCookies: Our Web pages and Pro Insight use “cookies” and similar technologies. A cookie is a file stored on your device that may be used to identify an individual as a unique user by storing certain personal preferences and user data. We use cookies and other technologies to identify your device, identify authorized users of Pro Insight, and track affiliate referrals.\nWeb Beacons: We may also use web beacons, small graphic images, or other web programming code which may be included in our Web pages and e-mail messages. We may use Web beacons (or similar technologies) to count visitors to Pro Insight, and to monitor how users navigate Pro Insight, among other legitimate business purposes.\nLog files, IP addresses, URLs, embedded scripts, and similar data: We gather certain information automatically to administer the Services and analyze trends in the aggregate. This information may include IP addresses (or the proxy server a business Customer uses to access the Services), device and application identifiers, browser type, Internet service provider, the pages and files viewed, searches conducted, operating system and system configuration information, and date/time stamps associated with usage. Also, Ekata automatically receives the URL of the Web site from which a business Customer came (if a business Customer follows a link to the Pro Insight). This information is used to analyze overall trends, and to provide and improve the Services. For example, Ekata collects IP addresses from Customers when they log into the Services as part of security features to confirm identity or detect compromised accounts. Ekata may also use embedded scripts, which are programming code designed to collect information about an interaction with a Web site, such as the links clicked on. The code is temporarily downloaded onto a device from our Web server or a third-party service provider, is active only while you are connected to the Web site containing the embedded script, and is deactivated or deleted thereafter.",Categories of Personal Information Collected
ra3,"We may use your Personal Information:\n\nTo provide, improve, and develop our Services and Ekata Data.\nTo understand, diagnose, troubleshoot, and fix issues with the Services.\nTo evaluate and develop new features, technologies, and improvements to the Services.\nFor marketing, promotion, and advertising purposes.\nTo comply with legal obligations, and to establish, exercise, or defend against legal claims.\nTo conduct business planning, reporting, and forecasting.\nTo manage our customer, vendor and partner relationships.",Categories of Personal Information Collected
ra3,"We will only process your Personal Information when we have a legal basis for the processing as identified in the table below.\n\n \n\nProcessing purpose	Legal basis	Categories of Personal Information\nTo provide the Services and Ekata Data	We, or our Customers, have a legitimate interest in combatting fraud or fraudulent use of our Customers’ services\nWe may also rely on the “performance of a contract” legal ground when we process Personal Information to fulfill individuals’ requests e.g., to respond to individuals’ inquiries\n\nAccount Information\nCustomer Data\nUsage Information (such as cookies and similar technologies)\nBilling Information\nEkata Data\nMetadata\nTo understand, diagnose, troubleshoot, and fix issues with the Services	We have a legitimate interest in ensuring the safety, security and performance of our Services 	Account Information\nCustomer Data\nUsage Information (such as cookies and similar technologies)\nEkata Data\nMetadata\nTo evaluate and develop new features, technologies, and improvements to the Services (e.g., to measure the functioning of a Service by processing a Service’s traffic)	We have a legitimate interest in improving and developing our products and services	Account Information\nCustomer Data\nUsage Information (such as cookies and similar technologies)\nEkata Data\nMetadata\nFor marketing, promotion, and advertising purposes	We have a legitimate interest in promoting our business. When we send electronic direct marketing communications, or when we tailor our advertising, we will obtain individuals’ prior consent if required in accordance with applicable laws	General Communication Information\nAccount Information\nTo comply with legal obligations and law enforcement requests	Compliance with legal obligations	General Communication Information\nAccount Information\nCustomer Data\nUsage Information (such as cookies and similar technologies)\nBilling Information\nEkata Data\nMetadata\nTo establish, exercise, or defend against legal claims	We, or a third party, have a legitimate interest in protecting against legal claims	General Communication Information\nAccount Information\nCustomer Data\nUsage Information (such as cookies and similar technologies)\nBilling Information\nEkata Data\nMetadata\nTo conduct business planning, reporting, and forecasting, including data analyses	We, or our Customers, have a legitimate interest in analyzing Personal Information for internal business purposes	Account Information\nUsage Information (such as cookies and similar technologies)\nBilling Information\nTo manage our customer, vendor and partner relationships, including processing purchases	We have a legitimate interest in managing our Customer, vendor and partner relationships as necessary to operate our business	Account Information\nBilling Information",Categories of Personal Information Collected
ra3,"We may share Personal Information with:\n\nMastercard’s headquarters in the U.S., our affiliates and other entities within Mastercard’s group of companies.\nOur service providers acting on our behalf.\nThird-party business partners.\nCustomers\nAs required by law.\nIn the event of a sale or transfer of our business or assets.",Categories of Personal Information Shared / Disclosed
ra3,"Ekata may provide your Personal Information to the following third parties for the purposes set out below:\n\nSubsidiaries and Affiliates\nWe may share the Personal Information we collect with our subsidiaries and affiliates that are part of the Mastercard group of companies, for the purposes described in this Privacy Notice.\n\nService Providers\nWe may share Personal Information with our service providers who perform services on our behalf and in relation to the purposes described in this Privacy Notice. Examples of our service providers include analytics providers, data storage providers and payment processing providers. We require these service providers by contract to only process Personal Information in accordance with our instructions and as necessary to perform services on our behalf or comply with legal requirements. We also require them to have safeguards designed to protect the security and confidentiality of the Personal Information they process on our behalf.\n\nThird-Party Business Partners\nWe may share Personal Information with third-party data providers in order to supplement our database. For example, we may send an email address to a data provider to see whether and when the data provider may have seen the email address before.\n\nIn addition, we may partner with a variety of businesses to market or sell our products or services. For instance, partners may co-sponsor our events or offerings. We may share General Communication Information that Customers provide when they sign up for events or other offerings with these Partners so they can send marketing communications and other information of interest. See below for how to withdraw your consent at any time.\n\nCustomers\nIn response to Customers’ queries, we may provide Customers with Metadata and additional Personal Information regarding their customers.\n\nAs required by law\nWe may disclose data about you: (i) if we are required to do so by law or legal process, (ii) in response to a request from a court, law enforcement authorities, or government officials, or (iii) when we believe disclosure is necessary or appropriate to prevent physical harm or financial loss, or in connection with an investigation of suspected or actual fraudulent or illegal activity.\n\nSale of business\nWe reserve the right to transfer Personal Information we have about you in the event we sell or transfer all or a portion of our business or assets. Should such a sale or transfer occur, we will use reasonable efforts to direct the transferee to use Personal Information you have provided to us in a manner that is consistent with this Privacy Notice.",Categories of Personal Information Shared / Disclosed
ra3,"Access your Personal Information, rectify it, restrict or object to its processing, or request its deletion.",Description of Right to Know PI Collected
ra3,"Access your Personal Information, rectify it, restrict or object to its processing, or request its deletion.",Description of Right to Correct Information
ra3,"Access your Personal Information, rectify it, restrict or object to its processing, or request its deletion.",Description of Right to Limit use of PI
