RANumb,Text,Label
ra3,Digital Segment collects data for two purposes: from our website and for Data Products.,Categories of Personal Information Collected
ra3,"Website: We do not collect any personally identifiable information about you from our Web Site unless you voluntarily provide it. In some areas of Web Site, we may request that you provide us with personal information that will help us to provide you with information about our products and services, including your name, address, e-mail address, telephone number, and other information from which your identity is discernible. For example, our Web Site includes, or may include, places where you can create a profile or account, or sign up to use a service, or to have us contact you.",Categories of Personal Information Collected
ra3,"When you visit our Web Site, we may also collect usage information describing how our website is used and navigated, including the number and frequency of visitors to each section of the Web Site and the length of their stay. This information includes the domain names of users and browser types that visit our website and the time of day the website was visited. This information is not personally identifiable information.",Categories of Personal Information Collected
ra3,Data Products: Information for our Data Products is not gathered by this web site; it is gathered through publicly available sources as well as from data aggregators and compilers.  Types of data that products may feature include:\n\nName / address\nDevice ID\nEmail / Hashed email\nTelephone\nActive / Inactive\nDemography\nDigital Segment has gathered data from the following categories of sources in the past twelve months:\n\nTelecommunications companies\nData aggregators\nData compilers\nGovernment or Public sources,Categories of Personal Information Collected
ra3,Digital Segment has sold data products containing the data types above to the following types of businesses:\n\nAdvertising and Marketing\nIdentity Management\nMarketing Data providers\nRisk Management\nTelecommunications,Categories of Personal Information Sold
ra3,Right to Know Data Collected: consumers may inquire to know what data concerning the individual California resident Digital Segment has collected.,Description of Right to Know PI Collected
ra3,Right to Delete:  California residents may have Digital Segment delete their information from company data assets,Description of Right to Delete
ra3,Right to Opt-Out of Sale: California residents may have Digital Segment no longer sell or make available their information,Description of Right to Opt-out of sale of PI
ra3,Right to Non-Discrimination: Digital Segmeent will not discriminate in any way agasint California residents that have asserted any of these rights.,Description of Right to Non-discrimination on exercising rights
ra3,Digital Segment provides the capability to opt-out here: https://www.digitalsegment.com/about/consumer-opt-out/,Methods to exercise rights
ra3,Questions or comments regarding the California Consumer Privacy Act  or Terms of Use should be sent by email at “info at digitalsegment dot com”. You also can submit a comment through the “contact us” portion of our Web Site.,Methods to exercise rights
ra3,This website uses cookies to improve user experience,Categories of Personal Information Collected
ra3,"This website uses cookies to improve your experience while you navigate through the website. Out of these cookies, the cookies that are categorized as necessary are stored on your browser as they are essential for the working of basic functionalities.",Categories of Personal Information Collected
ra3,"Any cookies that may not be particularly necessary for the website to function and is used specifically to collect user personal data via analytics, ads, other embedded contents are termed as non-necessary cookies. It is mandatory to procure user consent prior to running these cookies on your website.",Categories of Personal Information Collected
ra5,"In some areas of Web Site, we may request that you provide us with personal information that will help us to provide you with information about our products and services, including your name, address, e-mail address, telephone number, and other information from which your identity is discernible",Categories of Personal Information Collected
ra5,"When you visit our Web Site, we may also collect usage information describing how our website is used and navigated, including the number and frequency of visitors to each section of the Web Site and the length of their stay. This information includes the domain names of users and browser types that visit our website and the time of day the website was visited",Categories of Personal Information Collected
ra5,"Digital Segment has gathered data from the following categories of sources in the past twelve months:

Telecommunications companies
Data aggregators
Data compilers
Government or Public sources",Categories of Personal Information Collected
ra5,"Types of data that products may feature include:

Name / address
Device ID
Email / Hashed email
Telephone
Active / Inactive
Demography",Categories of Personal Information Collected
ra5,Data Products: Information for our Data Products is not gathered by this web site; it is gathered through publicly available sources as well as from data aggregators and compilers,Categories of Personal Information Collected
