RANumb,Text,Label
ra5,"The Policy below is effective since August 10, 2022.",Updated Privacy Policy
ra5,"Effective: August 10, 2022",Updated Privacy Policy
ra5,"YPES OF PERSONAL DATA WE COLLECT\nWe collect three basic types of information about you in connection with our services: client data, visitor data, and prospect data, which relate to clients, visitors, and prospects respectively. In particular, we collect:\n\nClient data:\n\n(a) Registration Information. When you create an account on the Platform, we collect the following required information about you: email address, first and last names, and phone number. You must enter the above information yourself to create an account unless we receive such information (except phone number) about you from the Gmail authentication token when you choose to sign up using the ‘Sign In with Google’ button.\n\n(b) Authentication Token Information. When you create an account on the Platform through the ‘Sign In with Google’ button, we collect encrypted Gmail authentication token obtained from Google LLC. We can obtain the following information about you via such a token: first and last names, email address, language settings .\n\n(c) Automatically Collected Information. When you create an account, we collect certain information about you and your device automatically, including, IP Address, referral link, registration date, account balance information, language, and browser type. We may also collect some information about your activity on the Platform, such as the time you purchased a subscription or renewed your plan.\n\n(d) Workplace Information. When you create an account on the Platform, we collect some general information about your workplace and the purpose for using our Platform so that we can develop and optimize our Platform to meet the needs of our customers. Collecting workplace information allows us to know specifically who the processing agent is in order to expedite communication, e.g. in the event we receive a request from a data subject. Such information includes your company name, approximate company size, your occupation and purpose for using our Platform.\n\n(e) Payment Information. If you order services from us, you will need to provide certain personal details, including payment information, so the order can be fulfilled. This information includes your identifier (client and order), email address, IP address, phone number, first and last names, country code, address (city, state, zip code), company name, card type, last 4 digits of the card number, user agent and browser language data, name of payment processor and may be used to prevent fraudulent chargebacks.\n\nIn order to obtain payment from you, we will use or direct you to a third-party payment processor who will collect this information from you and process your payment. Please note that a third-party payment processor is responsible for all collection, processing, and storage of your financial information and we do not have direct access to or possession of your payment card information (except the four last digits of the card number) or banking information.\n\n(f) Google User Data: Email address of the integrated Gmail account, the access token, or identifiers for 1) drafts and messages sent via features (such as Remind Me and Send Later) features of Unlimited Email Tracker for Gmail, 2) emails sent via campaigns and/or GBlast, 3) all inbox emails with all text information, attaches and images, received as answer to emails sent via campaigns, 4) synchronization of Google Calendar with Snovio CRM service.\n\n(g) Email Drip Campaigns Data: Information regarding the Email Drip Campaigns services sent by the clients: login and password from the client’s email sender account, email addresses added to drip campaign recipients, settings for the purposes of sending the email drip campaigns, replies to campaign emails, a timeline of these campaign actions, identifiers of sent and received emails, content of emails, information on the email recipient, the tracking status of sent emails for statistics.\n\n(h) Email Warm-Up Campaigns Data: Information regarding clients’ use of the Email Warm-Up services, i.e. how many emails were sent, received, and found in the ‘spam/junk’ section of your warm-up email account during your email warm-up campaign. Email Warm-Up services are not provided for Gmail (Google) accounts. Therefore, Email Warm-Up Campaigns Data cannot include any data obtained from clients’ Gmail (Google) accounts.\n\n(i) Unlimited Email Tracker Data: Information regarding clients’ use of the Unlimited Email Tracker extension, i.e. message ID, subject, sender, and recipient of an email.\n\n(j) Integrations API Information: Clients’ API tokens, which are necessary to integrate your account (giving our Platform access to a third-party platform API) with other third-party services, including CRM, collaboration tools, forms, customer support platforms, such as Calendly, Pipedrive, Zapier.\n\nVisitor data:\n\n(k) Contact Information. We can collect some personal data when you submit your personal information via the Site’s online chat or other forms to contact, provide feedback on our Platform, or join our affiliate program. Such data may include name, email address, phone number, message, and other information you may provide us via available contact options.\n\n(l) Cookies Information. On our Site, we use cookies and other tracking technologies for a variety of purposes: for analytics, marketing activities, remembering your preferences, and other purposes. Such use may involve the transmission of information from us to you and from you to a third party website or us. To learn more regarding our use of cookies please see our Cookie Policy.\n\nProspect data:\n\n(m) Prospect data. We collect and process third-party personal data (mainly information related to data subject’s business interests or occupation) that has been provided to us by the Client or generated/collected through Snovio’s tools (Email Finder, LI Prospect Finder, Single Email Search, Bulk Email Search, Domain Search, Bulk Domain Search, Company Profile Search) under instructions provided by Client. Such information can include email address and/or first name, last name, corporate email, location (not precise), industry, current and previous position, place of work, links to social media.\n\n(n) CRM Data: We process prospect data and any other personal data provided to us by our Client within the Snovio CRM service, including information used in ‘Deals’ and ‘Tasks’ features of CRM.\n\nWe use the personal data we collected and the personal data you provided us with or requested us to collect only for the purposes listed in this Policy. We may share your personal data with third parties solely for the purposes listed herein.\n\nWe DO NOT sell your data. We DO NOT use automated decision-making and profiling.\nWe DO NOT intentionally collect and process the personal data of children or any sensitive personal data. Please, refrain from sharing your or third-party sensitive personal data\n",Categories of Personal Information Collected
ra5,"In order to obtain payment from you, we will use or direct you to a third-party payment processor who will collect this information from you and process your payment. Please note that a third-party payment processor is responsible for all collection, processing, and storage of your financial information and we do not have direct access to or possession of your payment card information (except the four last digits of the card number) or banking information.",Categories of Personal Information Shared / Disclosed
ra5,We DO NOT sell your data. We DO NOT use automated decision-making and profiling.,Categories of Personal Information Sold
ra5,We may share your personal data with third parties solely for the purposes listed herein.,Categories of Personal Information Shared / Disclosed
ra5,"TYPES OF PERSONAL DATA WE COLLECT\nWe collect three basic types of information about you in connection with our services: client data, visitor data, and prospect data, which relate to clients, visitors, and prospects respectively. In particular, we collect:\n\nClient data:\n\n(a) Registration Information. When you create an account on the Platform, we collect the following required information about you: email address, first and last names, and phone number. You must enter the above information yourself to create an account unless we receive such information (except phone number) about you from the Gmail authentication token when you choose to sign up using the ‘Sign In with Google’ button.\n\n(b) Authentication Token Information. When you create an account on the Platform through the ‘Sign In with Google’ button, we collect encrypted Gmail authentication token obtained from Google LLC. We can obtain the following information about you via such a token: first and last names, email address, language settings .\n\n(c) Automatically Collected Information. When you create an account, we collect certain information about you and your device automatically, including, IP Address, referral link, registration date, account balance information, language, and browser type. We may also collect some information about your activity on the Platform, such as the time you purchased a subscription or renewed your plan.\n\n(d) Workplace Information. When you create an account on the Platform, we collect some general information about your workplace and the purpose for using our Platform so that we can develop and optimize our Platform to meet the needs of our customers. Collecting workplace information allows us to know specifically who the processing agent is in order to expedite communication, e.g. in the event we receive a request from a data subject. Such information includes your company name, approximate company size, your occupation and purpose for using our Platform.\n\n(e) Payment Information. If you order services from us, you will need to provide certain personal details, including payment information, so the order can be fulfilled. This information includes your identifier (client and order), email address, IP address, phone number, first and last names, country code, address (city, state, zip code), company name, card type, last 4 digits of the card number, user agent and browser language data, name of payment processor and may be used to prevent fraudulent chargebacks.",Categories of Personal Information Shared / Disclosed
ra5,"(f) Google User Data: Email address of the integrated Gmail account, the access token, or identifiers for 1) drafts and messages sent via features (such as Remind Me and Send Later) features of Unlimited Email Tracker for Gmail, 2) emails sent via campaigns and/or GBlast, 3) all inbox emails with all text information, attaches and images, received as answer to emails sent via campaigns, 4) synchronization of Google Calendar with Snovio CRM service.\n\n(g) Email Drip Campaigns Data: Information regarding the Email Drip Campaigns services sent by the clients: login and password from the client’s email sender account, email addresses added to drip campaign recipients, settings for the purposes of sending the email drip campaigns, replies to campaign emails, a timeline of these campaign actions, identifiers of sent and received emails, content of emails, information on the email recipient, the tracking status of sent emails for statistics.\n\n(h) Email Warm-Up Campaigns Data: Information regarding clients’ use of the Email Warm-Up services, i.e. how many emails were sent, received, and found in the ‘spam/junk’ section of your warm-up email account during your email warm-up campaign. Email Warm-Up services are not provided for Gmail (Google) accounts. Therefore, Email Warm-Up Campaigns Data cannot include any data obtained from clients’ Gmail (Google) accounts.\n\n(i) Unlimited Email Tracker Data: Information regarding clients’ use of the Unlimited Email Tracker extension, i.e. message ID, subject, sender, and recipient of an email.\n\n(j) Integrations API Information: Clients’ API tokens, which are necessary to integrate your account (giving our Platform access to a third-party platform API) with other third-party services, including CRM, collaboration tools, forms, customer support platforms, such as Calendly, Pipedrive, Zapier.\n\nVisitor data:\n\n(k) Contact Information. We can collect some personal data when you submit your personal information via the Site’s online chat or other forms to contact, provide feedback on our Platform, or join our affiliate program. Such data may include name, email address, phone number, message, and other information you may provide us via available contact options.\n\n(l) Cookies Information. On our Site, we use cookies and other tracking technologies for a variety of purposes: for analytics, marketing activities, remembering your preferences, and other purposes. Such use may involve the transmission of information from us to you and from you to a third party website or us. To learn more regarding our use of cookies please see our Cookie Policy.\n\nProspect data:\n\n(m) Prospect data. We collect and process third-party personal data (mainly information related to data subject’s business interests or occupation) that has been provided to us by the Client or generated/collected through Snovio’s tools (Email Finder, LI Prospect Finder, Single Email Search, Bulk Email Search, Domain Search, Bulk Domain Search, Company Profile Search) under instructions provided by Client. Such information can include email address and/or first name, last name, corporate email, location (not precise), industry, current and previous position, place of work, links to social media.\n\n(n) CRM Data: We process prospect data and any other personal data provided to us by our Client within the Snovio CRM service, including information used in ‘Deals’ and ‘Tasks’ features of CRM.\n\nWe use the personal data we collected and the personal data you provided us with or requested us to collect only for the purposes listed in this Policy",Categories of Personal Information Shared / Disclosed
ra5,"Article 6.1(f): legitimate interests\n\nWe can process prospect data based on our, your and your potential business partner’s legitimate interests, namely to:\n\ncontribute to business cooperation between you and your potential business partners;\ncreate and assist in discovering new business-targeted marketing and sales opportunities for you and your potential business partners;\nallow you to expand your database of the potential business partners;\ndevelop the new unique platform that simplifies and facilitates professional interaction between businesses;\nallow you to use an online platform for businesses that combines sales, CRM, analytics, marketing and email service functionality;\nallow your potential business partners to approach new potential and verified clients or suppliers;\nallow your potential business partners to commercialize the use of their publicly posted information related to their professional or business interests/occupation.",Categories of Personal Information Collected
ra5,"Purposes	Type of personal data	Legal grounds	Third parties recipients	Source\nCreating an account on the Platform	(a) Registration Information\n(b) Authentication Token Information\n(c) Automatically collected Information\n(d) Workplace Information	Performance of a contract (Article 6(1)(b))	AWS, Contractors	Client, Google LLC\nMaintenance of the account on the Platform	(a) Registration Information\n(b) Authentication Token Information	Performance of a contract (Article 6(1)(b))	AWS, Contractors	Client, Google LLC\nCommunication with Clients and visitors (to resolve general queries, concerns, or complaints, any other issues, or to send reports on the services performed)	(a) Registration Information\n(k) Contact Information	Performance of a contract (Article 6(1)(b))\nYour consent (Article 6(1)(a))	AWS, Hotjar, Crisp, Google Workspace, Sendgrid Contractors	Client\nAnalytics & Developing (for understanding, optimizing, and improving our Platform)	(c) Automatically collected Information\n(d) Workplace Information\n(k) Contact Information\n(l) Cookies Information	Your consent (Article 6(1)(a))\nOur legitimate interest (Article 6(1)(f))	Hotjar, Google Analytics, Google Workspace, Amplitude, Prove Source, Contractors	Client\nMarketing (to suggest and notify you about the services and products of the Company and conduct other marketing activities)	(a) Registration Information\n(l) Cookies Information	Your consent (Article 6(1)(a))	CRM Pipedrive, SendPulse, Facebook, Google LLC, Contractors	Client, Facebook\nProcessing of Payments	(e) Payment Information	Performance of a contract (Article 6(1)(b))	AWS, Contractors	Client, 2Checkout, FastSpring\nFraud Prevention (including chargeback fraud)	(a) Registration Information\n(c) Automatically collected Information\n(e) Payment Information\n(i) Unlimited Email Tracker Data	Our legitimate interest (Article 6(1)(f))	AWS, IP Quality Score, Contractors	Client, 2Checkout, FastSpring\nMaintenance of Snov.io Affiliate Program	(k) Contact Information (name and email address)	Performance of a contract (Article 6(1)(b))	Contractors	Client, First Promoter\nEnabling email sending through the Platform on the client’s behalf, track the replies to messages sent through the Platform and/or GBlast, enable the ‘Remind Me’ and ‘Send Later features’ of Unlimited Email Tracker	(f) Google User Data	Performance of a contract (Article 6(1)(b))	AWS, Contractors	Client, Google API\nProviding Email Drip Campaigns services to clients	(f) Google User Data\n(g) Email Drip Campaigns Data	Performance of a contract (Article 6(1)(b))	AWS, SendPulse, Contractors	Client, Google AP\nProviding Email Warm-Up Campaigns services to clients	(h) Email Warm-Up Campaigns Data	Performance of a contract (Article 6(1)(b))	AWS, Contractors	Client\nProviding other services, including including synchronization Google Calendar with Snovio CRM service, to clients and ensure the proper operation of the Platform	(f) Google User Data	Performance of a contract (Article 6(1)(b))	AWS, Contractors	Client, Google API (including Google Calendar API)\nEnabling clients to integrate their accounts on the Platform with other services	(j) Integrations API Information	Performance of a contract (Article 6(1)(b))	AWS, Contractors	Client, Third-party API (Calendly, Pipedrive, Zapier, etc.)\nMaintenance of a database of contact information of potential customers or business partners to assist our Clients in finding prospects according to the set search criteria	(m) Prospect data	Legitimate interests of Company, clients, and such third parties (Article 6(1)(f)).	AWS, Contractors	Clients, Snovio tools and extensions\nComplying with the law or legal process	(a) Registration Information\n(b) Authentication Token Information\n(c) Automatically collected Information\n(d) Workplace Information\n(e) Payment Information\n(f) Google User Data\n(g) Email Drip Campaigns Data\n(h) Email Warm-Up Campaigns Data\n(i) Unlimited Email Tracker Data\n(j) Integrations API Information\n(k) Contact Information\n(l) Cookies Information\n(m) Prospect data\n(n) CRM Data	Legal obligation (Article 6(1)(c))\nOur legitimate interest (Article 6(1)(f))	AWS, Hotjar, Google Workspace, Google Analytics, Sendgrid, Crisp, Amplitude, Prove Source, CRM Pipedrive, SendPulse, IP Quality Score, Contractors	Client, Google LLC, Facebook, 2CheckOut, FastSpring, Third-party API, Snovio tools and extensions\n",Categories of Personal Information Shared / Disclosed
