RANumb,Text,Label
ra5,"Effective Date: October 26, 2023",Updated Privacy Policy
ra5,"Information We Automatically Collect\nCategories of Information. We and our third-party service providers (including any third-party content, advertising, and analytics providers) automatically collect certain information from your device or web browser when you interact with the Services to help us understand how our users use the Services and to target advertising to you (which we will refer to in this Privacy Policy collectively as “Usage Data”). For example, each time you visit the Services we and our third-party service providers may automatically collect your location, IP address, mobile device identifier or other unique identifier, browser and computer type, Internet service provider used, clickstream information, access time, the Web page you came from, the URL you go to next, the Web page(s) that you access during your visit and your interaction with content or advertising on the Services. ",Categories of Personal Information Collected
ra5,"Information We Automatically Collect\nCategories of Information. We and our third-party service providers (including any third-party content, advertising, and analytics providers) automatically collect certain information from your device or web browser when you interact with the Services to help us understand how our users use the Services and to target advertising to you (which we will refer to in this Privacy Policy collectively as “Usage Data”). For example, each time you visit the Services we and our third-party service providers may automatically collect your location, IP address, mobile device identifier or other unique identifier, browser and computer type, Internet service provider used, clickstream information, access time, the Web page you came from, the URL you go to next, the Web page(s) that you access during your visit and your interaction with content or advertising on the Services. We may contract with third parties to collect this information on our behalf for analytics purposes.",Categories of Personal Information Shared / Disclosed
ra5,"Purposes For This Information. We and our third-party service providers use such Usage Data for a variety of purposes including to diagnose problems with our servers and software, to administer the Services, to gather demographic information and to target advertising to you on the Services and elsewhere online. Accordingly, our third-party advertising networks and ad servers will also provide us with information, including reports that will tell us how many ads were presented and clicked on the Services in a manner that does not identify personally any specific individual. ",Categories of Personal Information Collected
ra5,"Purposes For This Information. We and our third-party service providers use such Usage Data for a variety of purposes including to diagnose problems with our servers and software, to administer the Services, to gather demographic information and to target advertising to you on the Services and elsewhere online. Accordingly, our third-party advertising networks and ad servers will also provide us with information, including reports that will tell us how many ads were presented and clicked on the Services in a manner that does not identify personally any specific individual.",Categories of Personal Information Shared / Disclosed
ra5,"Cookies/Tracking Technologies\nWe use tracking technologies, such as cookies, local storage, and pixel tags.\n\nCookies and Local Storage\n\nCookies and local storage may be set and accessed on your computer. Upon your first visit to the Services, a cookie or local storage will be sent to your computer that uniquely identifies your browser. ",Categories of Personal Information Collected
ra5,"Pixel Tags\n\nWe also use “pixel tags,” which are small graphic files that allow us and third parties to monitor the use of the Services and collect Usage Data. A pixel tag can collect information such as the IP address of the device that downloaded the page on which the tag appears; the URL of the page on which the pixel tag appears; the time (and length of time) the page containing the pixel tag was viewed; the type of browser that retrieved the pixel tag; and the identification number of any cookie previously placed by that server on your computer.\n\nWe use pixel tags, either provided by us or by our third-party advertisers, service providers and ad networks, to collect information about your visit, including the pages you view, the links you click and other actions taken in connection with our sites and Services and use them in combination with our cookies to provide offers and information of interest to you. Pixel tags also enable ad networks to serve targeted advertisements to you when you visit the Services or other websites.",Categories of Personal Information Collected
ra5,"Pixel Tags\n\nWe also use “pixel tags,” which are small graphic files that allow us and third parties to monitor the use of the Services and collect Usage Data. A pixel tag can collect information such as the IP address of the device that downloaded the page on which the tag appears; the URL of the page on which the pixel tag appears; the time (and length of time) the page containing the pixel tag was viewed; the type of browser that retrieved the pixel tag; and the identification number of any cookie previously placed by that server on your computer.\n\nWe use pixel tags, either provided by us or by our third-party advertisers, service providers and ad networks, to collect information about your visit, including the pages you view, the links you click and other actions taken in connection with our sites and Services and use them in combination with our cookies to provide offers and information of interest to you. Pixel tags also enable ad networks to serve targeted advertisements to you when you visit the Services or other websites.",Categories of Personal Information Shared / Disclosed
ra5,"Log Files\n\nA log file is a file that records events that occur in connection with your use of the Service, such as your service use data. We collect log files and other usage information when you access, use and interact with the Services (even if you have not created an account or logged into your account on the Services), including IP address, date and time that you signed up for an account, language setting, browser type, operating system type, internet service provider, referring/exit pages, page you requested, user agent, date and time stamps, clickstream data, and information about your search and click activity.",Categories of Personal Information Collected
ra5,"Device Fingerprinting\n\nDevice fingerprinting is the process of analyzing and combining sets of information elements from your device’s browser, such as JavaScript objects and installed fonts, in order to create a “fingerprint” of your device and uniquely identify your device and apps.\n\nApp Technologies, Customization, and Usage\n\nThere are a variety of tracking technologies that may be included in our apps that allow us to collect information about your installation, use, and updating of our apps as well as information about your device, including your unique mobile device identifier (“UDID”) and other technical identifiers. More specifically, these tracking technologies allow us to collect data about your device and your use of our apps, the pages, videos, other content, or ads you see or click on during your visit and when and for how long you do so, and items you download. These tracking technologies are not browser-based like cookies and cannot be controlled by browser settings. ",Categories of Personal Information Collected
ra5,"App Technologies, Customization, and Usage\n\nThere are a variety of tracking technologies that may be included in our apps that allow us to collect information about your installation, use, and updating of our apps as well as information about your device, including your unique mobile device identifier (“UDID”) and other technical identifiers. More specifically, these tracking technologies allow us to collect data about your device and your use of our apps, the pages, videos, other content, or ads you see or click on during your visit and when and for how long you do so, and items you download. These tracking technologies are not browser-based like cookies and cannot be controlled by browser settings. For example, our apps may include third party SDKs, which is code that sends information about your use to a server, and is in effect the app version of a pixel. These SDKs allow us to track our conversions and communicate with you across devices, bring you advertising both on and off the Services, customize the app to your interests and preferences and link such across platforms and devices, and provide you with additional functionality, such as the ability to connect our Service with your social media account.",Categories of Personal Information Shared / Disclosed
ra5,"These SDKs allow us to track our conversions and communicate with you across devices, bring you advertising both on and off the Services, customize the app to your interests and preferences and link such across platforms and devices, and provide you with additional functionality, such as the ability to connect our Service with your social media account.",Categories of Personal Information Collected
ra5,"Location-Identifying Technologies\n\nGPS, WiFi, Bluetooth, and other location-aware technologies may be used to collect location data when you enable location-based services through your device. Location data may be used for purposes such as verifying your device’s location and delivering or restricting relevant content and advertising based on that location.\n\nIn addition, we use a variety of other technologies that collect similar information for security and fraud detection purposes essential to the operation of our sites and business.",Categories of Personal Information Collected
ra5," We use your Personal Data to fulfill your requests for products and services, to improve our Services, to contact you from time to time about us and our products and services, and as otherwise described in this Privacy Policy.",Categories of Personal Information Collected
