RANumb,Text,Label
ra2,"December 14, 2022",Updated Privacy Policy
ra2,"We collect information from you when you choose to give it to us either on our site or through our mobile apps. This information may include, but is not limited to, the following:\n\nregistration information, such as your name, address, e-mail address, telephone number, username, and password; \ndemographic information, such as your gender, date of birth, and zip code or postal code; \ncareer information, such as your occupation, career history, resume, and cover letters;\nmilitary service information, such as your affiliated branch of service, military status, security clearance, paygrade, rank, military job code, and separation date; and \nself-selected unit or group homepages, which are linked to your Military profile after you choose to join them. ",Categories of Personal Information Collected
ra2,"The information we collect from you may be shared within our affiliated companies on a worldwide basis. “Affiliated companies” means Monster, companies that are controlled by Monster and Monster’s parent companies.",Categories of Personal Information Shared / Disclosed
ra2,"We automatically collect certain information from you when your use our site or mobile apps. This information is passively collected, and Military uses it for internal purposes, including, but not limited to, testing, improving your user experience, and personalization of advertising. This information may include, but is not limited to, the following:\n\nBehavioral information, including how you use our site and mobile apps, the areas of the site that you visit, which services you access, and how long you access those services; \nHardware and software information, including your Internet protocol (IP) address; geolocation; browser type, operating system, and domain names; and \nReferring website addresses.",Categories of Personal Information Collected
ra2,"To provide you with our services, which includes:\n\ncreating a Military.com account for you;\ndisplaying personalized products, content and advertising relating to your career, experiences and interests; \nproviding networking features; \nhosting articles and comments; and\nassisting you with contacting us and for us to respond to you.",Categories of Personal Information Collected
ra2,"For marketing and advertising, which includes:\n\nproviding personalized, targeted, or location-based content, services, and advertising from third parties on both our site and mobile apps and on other websites with which we have a business relationship;\nsending you e-mails or other communications to provide you with updates at Military, to distribute free informational newsletters relating to topics that may be of special interest to you, to use surveys and questionnaires to collect your opinion of current products and services or potential new products and services, and to administer promotions or contests and publish the results thereof, including success stories and contest winners; and\ncollecting feedback from you that will be used for marketing purposes or to contact you for further information.",Categories of Personal Information Collected
ra2,"To improve our services, which includes:\n\nconducting analytics and generating internal reports about the use of our site and mobile apps;\ntracking which areas of our site and mobile apps that you use;\npreventing and investigating malicious or fraudulent activity; and\nenhancing your overall experience at our site and mobile apps.",Categories of Personal Information Collected
ra2,"Co-branded pages: information gathered on a co-branded page may be retained by both Military and the other company participating in the co-branding campaign. In that instance, the use of such information by the other company will be subject to the privacy policy of that company. Military is not responsible for that company’s use of your personal information.",Categories of Personal Information Collected
ra2,Military uses third-party service providers for the following types of tasks:\n\nmarketing assistance;\nanalytics;\ndata visualization;\ncustomer service;\nimprovement of services;\ncontent commenting; and\nerror-monitoring.,Categories of Personal Information Shared / Disclosed
ra2," When you voluntarily fill out a lead generation partner’s webform and submit it, your personal information, including, but not limited to, name, address, and IP address may be shared with Military and the lead generation partner.",Categories of Personal Information Shared / Disclosed
ra2,"Your personal information, including demographic information, may be made public based on the settings you choose for your personal profile; however, your contact information is not displayed to other users or members unless you choose to share it with them.",Categories of Personal Information Shared / Disclosed
ra2,"Sharing Personal Information for Professional Networking - some of our products and services, such as our professional networking services, allow third parties who are not users or members of Military’s site to see your personal information and to contact you. Your personal information is only shared with these third parties with your consent. ",Categories of Personal Information Shared / Disclosed
ra2,Sharing Personal Information with Third-Party Business Partners - we also may disclose information to third-party business partners if you consent to such disclosures.,Categories of Personal Information Shared / Disclosed
ra2,"We use data that we have collected from you, such as your interests and preferences, to determine whether you might be interested in the opportunities, products or services offered by a particular third-party business partner.",Categories of Personal Information Collected
ra2,"Sharing Aggregate Data - regardless of your decision regarding the sharing of your personal information, Military may share broad aggregate demographic data and related usage information with Military’s business partners.",Categories of Personal Information Shared / Disclosed
ra2,"Military will not knowingly sell, share, rent, or otherwise transfer your information other than in accordance with the terms set forth in this privacy policy.",Categories of Personal Information Sold
ra2,"While Military strives to protect its users’ personal information, Military discloses personal information to third parties if legally required to do so, if a governmental entity requests Military to do so, or if Military believes in good faith that such action is necessary to: (a) conform to legal requirements or comply with legal processes; (b) protect the rights or property of Military or affiliated companies; (c) prevent a crime or protect national security; or (d) protect the personal safety of users or the public. Because Military Advantage, Inc. is a U.S. company and information collected on our site is stored in whole or in part in the United States, your information may become subject to U.S. law. ",Categories of Personal Information Shared / Disclosed
ra2,"Military may disclose and transfer personal information to a third party who acquires any or all of Military’s business units, whether such acquisition is by way of merger, consolidation or purchase of all or a substantial portion of Military’s assets. In addition, in the event that Military becomes the subject of an insolvency proceeding, whether voluntary or involuntary, Military or its liquidator, administrator, receiver, or administrative receiver may sell, license or otherwise dispose of such information in a transaction approved by the court. ",Categories of Personal Information Shared / Disclosed
ra2,You may submit up to two requests within a 12-month period directing Military to disclose any of the following to you:\n\nthe categories or specific pieces of personal information that Military has collected from you;\nthe categories of sources from which Military has collected your information; \nthe reasons why Military collects or sells personal information; and\nthe categories of third parties with which Military shares personal information.,Description of Right to Know PI Collected
ra2,You may submit up to two requests within a 12-month period directing Military to disclose any of the following to you:\n\nthe categories or specific pieces of personal information that Military has collected from you;\nthe categories of sources from which Military has collected your information; \nthe reasons why Military collects or sells personal information; and\nthe categories of third parties with which Military shares personal information.,Description of Right to Know PI sold / shared
ra2,"Right to Delete: you have the right to request that Military delete any of your personal information that Military has collected from you with certain exceptions. Military may refuse your deletion request if permitted by law. If we deny your deletion request, we will tell you why the request was denied. ",Description of Right to Delete
ra2,Right to Correct: You have the right to request amendments to your personal data if it's inaccurate or outdated in any way.,Description of Right to Correct Information
ra2,"Right to Opt Out of Sharing of Your Data: you have the right to opt out of Military’s sharing of your personal information to third parties.\n\nRight to Opt Out of Sale of Your Data: you have the right to opt out of Military’s sale, as defined by the California Privacy Rights Act , of your personal information to third parties for marketing, advertising or lead generation purposes. ",Description of Right to Opt-out of sale of PI
ra2,Right to Non-Discrimination: Military will not discriminate against you for choosing to exercise your privacy rights.,Description of Right to Non-discrimination on exercising rights
ra2,Submitting a Request to Exercise Your Rights: you or your authorized agent may submit a request to exercise any of your aforementioned rights by contacting us at https://militarycom.freshdesk.com/support/tickets/new,Methods to exercise rights
