RANumb,Text,Label
ra3,"Last Modified: August 17, 2023",Updated Privacy Policy
ra3,"Changes to the Terms of Service\n\nWe reserve the right to amend these Terms of Service at any time and without notice, and it is your responsibility to review these Terms of Service for any changes. Your use of this Website following any amendment of these Terms of Service will signify your assent to and acceptance of its revised terms.\n\nThe updated version of the Terms of Service supersedes any prior versions immediately upon being posted, and the prior version(s) shall have no continuing legal effect. You should periodically review the most up-to-date version of the Terms of Service found at https://www.youporn.com/information/#terms.",Updated Privacy Policy
ra3,"this Website allows others to display advertisements using this Website. These third parties use technology to deliver advertisements you see using this Website directly to your browser. In doing so, they may automatically receive your internet protocol (IP) address. Others that place advertising using this Website may have the ability to use cookies and/or web beacons to collect information, including information about your usage of this Website. We do not control the processes that advertisers use to collect information. However, IP addresses, cookies and web beacons alone generally cannot be used to identify individuals, only machines. Therefore, advertisers and others whose advertisements or Content may be provided through the service generally will not know who you are unless you provide additional information to them, by responding to an advertisement, by entering into an agreement with them, or by some other means.",Categories of Personal Information Sold
ra3,"this Website allows others to display advertisements using this Website. These third parties use technology to deliver advertisements you see using this Website directly to your browser. In doing so, they may automatically receive your internet protocol (IP) address. Others that place advertising using this Website may have the ability to use cookies and/or web beacons to collect information, including information about your usage of this Website. We do not control the processes that advertisers use to collect information. However, IP addresses, cookies and web beacons alone generally cannot be used to identify individuals, only machines. Therefore, advertisers and others whose advertisements or Content may be provided through the service generally will not know who you are unless you provide additional information to them, by responding to an advertisement, by entering into an agreement with them, or by some other means.",Categories of Personal Information Shared / Disclosed
ra3,"Permitted Disclosures of Personal Information\n\nthis Website generally does not collect personally identifiable information (data such as your name, email address, password, and the Content of your communications) unless you submit or communicate Content through this Website or register with us use certain features of this Website. this Website will not disclose any personally identifiable information they collects or obtains except: (i) as described in these Terms of Service or our Privacy Policy; (ii) after obtaining your permission to a specific use or disclosure; (iii) if this Website is required to do so in order to comply with any valid legal process or governmental request (such as a court order, search warrant, subpoena, civil discovery request, or statutory requirement) and may in our sole discretion advise you of such process or request; (iv) as required to protect this Website’s property, safety, or operations, or the property or safety of others; or (v) to a person that acquires this Website, or the assets of this Website’s operator in connection with which such information has been collected or used; or (vi) as otherwise required by law. If this Website is required to respond to or comply with any of these information requests, we reserve the right to charge you with the cost of responding to or complying with such information request, including, but not limited to, costs of research, copies, media storage, mail, and document delivery, as well as any applicable legal fees.",Categories of Personal Information Shared / Disclosed
ra3,"Last Modified: August 17, 2023",Updated Privacy Policy
ra3,"The Data We Process About You\n\nWe may process different kinds of personal data about you, depending on whether you chose to create an account with us.\n\nPersons who visit the Websites without logging in or registering (“Unregistered Users”):\n\nContact Information: We process email address or any other information which you voluntarily provide to us at your direction for a specific function, for example a contest or survey. In some cases, we process usernames or similar identifiers, and email addresses as part of the process to verify that you are over the age of majority required to have access to the Websites and to view their contents.\nWebsite activity data: We process information about how you use our Websites, products and services and interact with our content and advertisements, including the pages you visit in our Websites, search history, and the referring web page from which you arrived at our Websites. We process browser and operating system information, devices you use to access the Websites and your time zone setting. We also process online identifiers. Specifically, we process internet protocol (IP) address information and we set cookies as explained below in the section on Cookies and Automatic Data Processing Technologies.\nIdentifiers: Some users may be asked to provide identifiers (including government-issued photo identification as well as other documentation) in order to verify that they are over the age of majority required to have access to the Websites and to view their contents. In such cases, this information is processed by trusted third party age verification service providers. This policy does not apply to the privacy practices of these third party age verification service providers. Read the privacy terms and conditions of these service providers carefully.",Categories of Personal Information Collected
ra3,"Persons who choose to create an account on YouPorn, including persons who sign up on to our Model Partner Program (“Registered Users”) and persons who choose to upgrade their account on YouPorn to a premium account such that they have access to the content found on YouPorn Premium (“Premium Users”):\n\nWe process from Registered Users the same categories of information described above for Unregistered Users.\nContact Information: We process username or similar identifier, and email address.\nPayment and Commercial Information:: If you subscribe, make a purchase, we process payment card or account details and related information necessary to process payments. We also process details about payments to and from you, details about your subscription, and details of products and services you have purchased or received from us.\nUser Submitted Personal Information: We process information you submit in order to personalize your account or for a specific function, for example date of birth, age, gender, your interests, preferences, feedback, survey responses, your preferences in receiving marketing from us and our third parties, and your communication preferences, as well as any other information which you voluntarily provide to us at your direction for a specific function.\nIdentifiers and Biometric Information: If you choose to register to certain services such as our Model Partner Program, we process identifiers you submit to us (including government-issued photo identification as well as other documentation) in order for us to verify your identity and that they are over the age of majority required to have access to the Websites and to view their contents. We also process biometric information in order to verify the authenticity of the identifiers you provide to us while registering for such services as further explained in the section “Biometric Information” below. This information is processed by trusted third party age verification service providers. This policy does not apply to the privacy practices of these third-party age verification service providers. Read the privacy terms and conditions of these service providers carefully.\nUser Contributions including Audio/Video Information: We provide areas on our Websites where you can post information about yourself and others, communicate with others, upload content (e.g., pictures, video files, etc.), and post comments or reviews of content found on the Websites.",Categories of Personal Information Collected
ra3,"Please use caution in providing user contributions. By providing user contributions you are making that content and information publicly available. User contributions can be read, collected, used, and disclosed by others, and we cannot control who accesses your user contributions or what other users may do with the information you voluntarily post or submit. User contributions are governed by the YouPorn terms of use found at https://www.youporn.com/information/#terms and the YouPorn Premium terms of use found at https://www.youpornpremium.com/information/terms.",Categories of Personal Information Shared / Disclosed
ra3,"We process personal information for the purposes described below.\n\nProvision of services: We process identifiers, website activity data, and, additionally, for Registered Users and Premium Users only, contact information, and payment and commercial information and user contributions to present our Websites and their contents to you, including any interactive features on our Websites, to provide you with information, products or services that you request from us, and to verify your eligibility and deliver prizes in connection with contests and sweepstakes.\nCustomer management (Registered Users and Premium Users Only): We process identifiers and contact information, and payment and commercial information to manage a Premium users’ and registered users’ account, to provide customer support and notices to the registered user about their account or subscription, including expiration and renewal notices, and notices about changes to our Websites or any products or services we offer or provide through them We process identifiers and biometric information for the purpose of verifying your identity and the authenticity of the identifiers you provide to us while registering for certain services on the Websites or for our Model Partner Program.\nCustomization of content and marketing (Unregistered Users and Registered Users): We process for both Registered Users and Unregistered Users, identifiers and contact information, website activity data; and for Registered Users, user submitted personal information and user contributions to analyze your use of, or interest in, our Websites’ content, products, or services, in order to develop and display content and advertising tailored to your interests on our Websites.\nAnalytics: We process identifiers and website activity data to determine whether users of our Websites are unique, or whether the same user is using the Websites on multiple occasions, and to monitor aggregate metrics such as total number of visitors, pages viewed, demographic patterns.\nFunctionality and security: We may process any of the categories of data we process to diagnose or fix technology problems, to verify your payment information, and to detect, prevent, and respond to actual or potential fraud, illegal activities, or intellectual property infringement.\nCompliance: We may process any of the categories of data we process to enforce our terms and conditions and to comply with our legal obligations. In certain jurisdictions, this includes our legal obligation to verify the age of users having access to our Websites.\nWe will process contact information and user submitted personal information in any other way we may describe when you provide the information (e.g., for a contest); or for any other purpose with your consent provided separately from this privacy policy.",Categories of Personal Information Collected
