RANumb,Text,Label
ra6,"We obtain information from you directly, from your transactions with us, and from third parties such as state motor vehicle departments.",Categories of Personal Information Collected
ra6,We do not and will not sell your personal information.,Categories of Personal Information Sold
ra6,"During the quoting, application, or claims handling processes you may give us Information such as your:\n\nName\nAddress\nPhone number\nEmail address\nSocial Security number\nDriver's license number\nDate of birth",Categories of Personal Information Collected
ra6,We may also collect Information when you visit our website. ,Categories of Personal Information Collected
ra6,"We may collect Information about your transactions and experiences with us and others, such as your payment history, claims, coverage, and vehicle changes.",Categories of Personal Information Collected
ra6,"We may receive Information about you from service providers and third parties, like consumer reporting agencies that provide us with motor vehicle reports, claim reports, and/or credit information where permitted by law. ",Categories of Personal Information Collected
ra6,"Your current location is only collected and used by us if you permit our services to do so. If you allow your location to be collected using a GEICO app, or with a browser, we will use this information to determine your estimated location. We use this information to distinguish your current location and provide location-related services to you.",Categories of Personal Information Collected
ra6,"If you are a resident of Arizona, California, Connecticut, Georgia, Illinois, Maine, Minnesota, Montana, Nevada, New Jersey, North Carolina, Oregon, or Virginia, you have the right to request access to and correction of the personal information that we have collected from or about you. ",Description of Right to Know PI Collected
ra6,"If you are a resident of Arizona, California, Connecticut, Georgia, Illinois, Maine, Minnesota, Montana, Nevada, New Jersey, North Carolina, Oregon, or Virginia, you have the right to request access to and correction of the personal information that we have collected from or about you. ",Description of Right to Correct Information
ra6,"To do so, simply contact GEICO's customer service department. If you'd like to correct information that you provided to us, our representative will make the appropriate adjustments to GEICO's records. If you wish to correct personal information provided to GEICO by a third party (such as a credit rating agency) the representative will provide you with the applicable third party's contact information. ",Methods to exercise rights
ra6,"Following are some examples of how we may disclose Information:\n\nWe must exchange Information about you with our agents, investigators, appraisers, attorneys, and other persons who are or will become involved in processing your application and servicing your policy or any claims you may make.\nWe disclose your Information to persons or organizations as necessary to perform transactions or provide services that you request or authorize.\nWhen you are involved in a claim, policy information is provided to adjusters and the businesses that will repair your vehicle.",Categories of Personal Information Shared / Disclosed
ra6,"We may share Information with persons or organizations that we have determined need the Information to perform a business, professional, or insurance function for us. These include businesses that help us with administrative and marketing functions. If the law in your state permits, we may share Information with financial institutions with which we have a joint-marketing agreement.",Categories of Personal Information Shared / Disclosed
ra6,"We may share Information with persons or organizations that we have determined need the Information to perform a business, professional, or insurance function for us. These include businesses that help us with administrative and marketing functions. If the law in your state permits, we may share Information with financial institutions with which we have a joint-marketing agreement.",Categories of Personal Information Sold
ra6,Information may be provided to organizations conducting actuarial research or audits.,Categories of Personal Information Shared / Disclosed
