RANumb,Text,Label
ra3,"Effective date: May 3, 2023",Updated Privacy Policy
ra3,"TYPES OF DATA WE COLLECT.\nPersonal Data You Provide to Us. We collect personal data from you when you provide it voluntarily on the Site. You may provide your name, phone number, email address, zip code, marital status, financial goals, household income, home ownership status, details about your family, Twitter handle, Facebook profile and other details you may submit to us. You may also provide information in response to our surveys, and interactive features and forums on our Site.\n\nPayment and Transactional Data. We collect information needed to process payments and fulfill orders you have placed, incuding payment card information or bank account number.\n\nPersonal Data Collected via Inbound Lead Emails. We may access your email to provide services related to inbound lead emails, including checking your inbox for email responses from those inbound leads.\n\nPersonal Data Collected via Technology. To make our Site and Services more useful to you, our servers (which may be hosted by a third party service provider) collect personal data from you, including your IP address or HTTP referrer. We also use Cookies (as defined below) and navigational data like Uniform Resource Locators (URL) to gather information regarding the date and time of your visit and the solutions and information for which you searched and which you viewed. Like most Internet services, we automatically gather this personal data and store it in log files each time you visit our website or access your account on our network. We may use both session Cookies (which expire once you close your web browser) and persistent Cookies (which stay on your computer until you delete them) to provide you with a more personal and interactive experience on our website. Persistent Cookies can be removed by following Internet browser help file directions. If you choose to disable Cookies, some areas of our website may not work properly. We have also enabled Google Analytics features, including Demographics and Interest Reporting to gather demographic information provided by these features. ",Categories of Personal Information Collected
ra3," USE OF YOUR DATA.\n\nGeneral Use. In general, personal data you submit to us is used either to respond to requests that you make, or to aid us in serving you better. Company uses your personal data in the following ways:\n\nProvide you with the Services and customer support;\nEstablish and maintain your user account with us;\nRespond to your requests, resolve disputes and/or troubleshoot problems;\nVerify your compliance with your obligations in our Terms of Use or other policies;\nImprove the quality of the Site and the Services;\nCommunicate with you about the Site and the Services;\nMarket our Services (and those of third parties) to you that we believe may be of interest to you. If you prefer that we do not send you these messages, please see the section below on YOUR CHOICES REGARDING YOUR PERSONAL DATA to learn how to opt-out.\nCompliance and Protection. We may use your personal information to:\nComply with applicable laws, lawful requests, and legal process, such as to respond to subpoenas or requests from government authorities;\nProtect our, your or others’ rights, privacy, safety or property (including by making and defending legal claims);\nAudit our internal processes for compliance with legal and contractual requirements and internal policies;\nEnforce the terms and conditions that govern the Site and the Services; and\nPrevent, identify, investigate and deter fraudulent, harmful, unauthorized, unethical or illegal activity, including cyberattacks and identity theft.\n\nCreation of Anonymous Data. We may create Anonymous Data records from personal data by excluding information (such as your name) that make the data personally identifiable to you. We use this Anonymous Data to analyze request and usage patterns so that we may enhance the content of our Products and services and improve site navigation. Company reserves the right to use and disclose Anonymous Data to Third Party Companies in its discretion.\n\nService improvement and analytics. We may use your personal information to analyze your usage of the Service, improve the Service, improve the rest of our business, help us understand user activity on the Service, including which pages are most and least visited and how visitors move around the Service, as well as user interactions with our emails, and t0 develop new products and services.\n\nFeedback. If you provide feedback on the Site or Services to us, we may use such feedback for any purpose, provided we will not associate such feedback with your personal data. Company will collect any information contained in such communication and will treat the personal data in such communication in accordance with this Privacy Policy.",Categories of Personal Information Collected
ra3,"DISCLOSURE OF YOUR PERSONAL DATA.\n\nAffiliates. We may share some or all of your personal data with subsidiaries, joint ventures, or other companies under a common control (collectively, ""Affiliates""). We will require affiliates to honor this Privacy Policy. If another company acquires Company or our assets, that company will possess the personal data collected by it and us and will assume the rights and obligations regarding your personal data as described in this Privacy Policy.\n\nDisclosure to Third Party Service Providers. We may share your personal data with third party service providers to facilitate creation of accounts or to provide services to us that enable us to make the Site or the Services available to you.\n\nPayment to Third Party Service Providers. We may share your personal data with third party service providers to facilitate creation of accounts or to provide services to us that enable us to make the Site or the Services available to you.\n\nDisclosure to SmartAdvisor Marketplace and Marketing Participants. We may share your advisor matching form intake data with relevant financial advisor matches that meet participation criteria and actively participate in the SmartAdvisor platform. The terms and conditions permit those advisors to contact you with the information you have provided.\n\nOther Disclosures. Regardless of any choices you make regarding your personal data (as described below), Company may disclose personal data if it believes in good faith that such disclosure is necessary to: (a) comply with relevant laws or to respond to subpoenas or warrants served on Company; or (b) protect or defend the rights or property of Company or users of the Products or related services.",Categories of Personal Information Shared / Disclosed
ra3,Disclosure to SmartAdvisor Marketplace and Marketing Participants. We may share your advisor matching form intake data with relevant financial advisor matches that meet participation criteria and actively participate in the SmartAdvisor platform. The terms and conditions permit those advisors to contact you with the information you have provided.,Categories of Personal Information Sold
ra3,"THIRD PARTIES.\n\nPersonal and/or Anonymous Data Collected by Third Parties. We may receive Personal and/or Anonymous Data about you from other sources like telephone or fax, or from companies that provide our Services by way of a co-branded or private-labeled website or companies that offer their products and/or services on our website (""Third Party Companies""). Our Third Party Companies may supply us with personal data, such as your email address, in order to help us establish the account. We may add this information to the information we have already collected from you via our website in order to improve the Services we provide.",Categories of Personal Information Collected
ra3,"Changes to Personal Data. You may request deletion of your personal data by us, but please note that we may be required (by law or otherwise) to keep this information and not delete it (or to keep this information for a certain time, in which case we will comply with your deletion request only after we have fulfilled such requirements). When we delete any information, it will be deleted from the active database, but may remain in our archives.\n",Description of Right to Delete
ra3,"CHANGES TO THIS PRIVACY POLICY. This Privacy Policy is subject to occasional revision, and if we make any substantial changes in the way we use your personal data, we will notify you by sending you an e-mail to the last e-mail address you provided to us and/or by prominently posting notice of the changes on our website. Any material changes to this Privacy Policy will be effective upon the earlier of thirty (30) calendar days following our dispatch of an e-mail notice to you or thirty (30) calendar days following our posting of notice of the changes on our site. These changes will be effective immediately for new users of our website, Products or related services. Please note that at all times you are responsible for updating your personal data to provide us with your most current e-mail address. In the event that the last e-mail address that you have provided us is not valid, or for any reason is not capable of delivering to you the notice described above, our dispatch of the e-mail containing such notice will nonetheless constitute effective notice of the changes described in the notice. In any event, changes to this Privacy Policy may affect our use of personal data that you provided us prior to our notification to you of the changes. If you do not wish to permit changes in our use of your personal data, you must notify us prior to the effective date of the changes that you wish to deactivate your account with us. Continued use of our website, Products, or related services, following notice of such changes shall indicate your acknowledgement of such changes and agreement to be bound by the terms and conditions of such changes.",Updated Privacy Policy
ra3,Privacy Practices. We do not sell personal information. ,Categories of Personal Information Sold
ra3,How you interact with us	Personal information collection	CCPA-defined categories	Sources of personal information	Purposes for which we may collect and use the personal information	Data Sharing\nSign up for email alerts\nInteract with our blogs and forums\nEstablish an account\nName or alias\nEmail address\nIdentifiers\nYou\nOperations\nCommunications\nResearch and development\nMarketing\nShared with service providers\nMade public at your direction\nVisit our websites\nReceive and Respond to marketing emails\nDevice data\nOnline activity data\nInformation derived from device data and online activity data\nIdentifiers\nInferences\nInternet or Network Information\nOnline Identifiers\nAutomatic collection\nOperations\nCommunications\nMarketing\nAdvertising\nResearch and development\nCollected directly by or shared with our service providers\nCollected directly by advertising partners\nApply for our open positions on our website\nContact information\nProfessional credentials and skills\nEducational and work history\nOther resume data you provide\nDiversity information you voluntarily provide\nDisability information where necessary\nIdentifiers\nOnline identifiers\nEducation information\nProfessional or employment information\nProtected classification characteristics\nYou\nReferences\nBackground check and/or drug testing companies\nEmployment agencies or recruiters\nFacilitate recruitment activities\nProcess employment applications\nMonitoring recruitment statistics\nShared with service providers\nCollected directly by or shared with background check and drug testing companies,Categories of Personal Information Collected
