RANumb,Text,Label
ra5,"You have the right to request information about what personal information AARP has about you, including:\nWhat personal information was collected,\nWhat personal information was used,\nWhat personal information was shared in the last 12 months\nWhat personal information was sold in the last 12 months, and\nthe purpose of the above activities.",Description of Right to Know PI Collected
ra5,"You have the right to request information about what personal information AARP has about you, including:\nWhat personal information was collected,\nWhat personal information was used,\nWhat personal information was shared in the last 12 months\nWhat personal information was sold in the last 12 months, and\nthe purpose of the above activities.",Description of Right to Know PI sold / shared
ra5,Correct Information that AARP has About You â€“ Right to Correct\nYou have the right to request that AARP correct information you know or believe to be inaccurate. ,Description of Right to Correct Information
ra5,"o exercise your Right to Access, please click the â€œSubmit a Requestâ€ button below.",Methods to exercise rights
ra5,"To exercise your Right to Correct, please click the â€œSubmit a Requestâ€ button below.",Methods to exercise rights
ra5,Opt-out of Sale or Sharing of Your Personal Information\nYou have the right to request that AARP not sell or share your personal information to third parties.,Description of Right to Opt-out of sale of PI
ra5,"To exercise your Right to Opt Out of Sale or Sharing, please click the â€œSubmit a Requestâ€ button below.",Methods to exercise rights
ra5,"To exercise your Right to Delete, please click the â€œSubmit a Requestâ€ button below.",Methods to exercise rights
ra5,LIMIT PROCESSING OF SENSITIVE INFORMATION THAT AARP MAY HAVE ABOUT YOU â€“ RIGHT TO LIMIT\nYou have the right to request that AARP limit the processing of sensitive personal information AARP may have about you.,Description of Right to Limit use of PI
ra5,"To exercise your Right to Limit, please click the â€œSubmit a Requestâ€ button below.",Methods to exercise rights
ra5,Delete\nYou have the right to request the deletion of your personal information.,Description of Right to Delete
