RANumb,Text,Label
ra3,"As a broad summary, in our business we use information about people:\n\nTo carry out our work as journalists, by investigating and reporting on stories of relevance to our readers.\n\nTo deliver our features and editorial content.\n\nTo provide services such as subscriptions or newsletters that people sign up to, and to operate interactive features like competitions and surveys.\n\nTo help us to understand our readers and target our marketing and advertising that enables us to continue to finance and bring you our feature and editorial content.\n\nTo carry out back-office administration and generally run and operate our business, for instance by administering our relationships with suppliers and partner organisations, or handling job applications.",Categories of Personal Information Collected
ra3,"As a broad summary, in our business we use information about people:\n\nTo carry out our work as journalists, by investigating and reporting on stories of relevance to our readers.\n\nTo deliver our features and editorial content.\n\nTo provide services such as subscriptions or newsletters that people sign up to, and to operate interactive features like competitions and surveys.\n\nTo help us to understand our readers and target our marketing and advertising that enables us to continue to finance and bring you our feature and editorial content.\n\nTo carry out back-office administration and generally run and operate our business, for instance by administering our relationships with suppliers and partner organisations, or handling job applications.",Categories of Personal Information Shared / Disclosed
ra3,"When you browse our websites and use our apps\nWhen you browse our websites or use our apps, we and our advertising partners will receive some information about the device you are using and about what you look at and interact with. We do this for the purpose of choosing which adverts to show you, as well as to make our sites and apps work properly. It also allows us to diagnose problems with them and understand how they are used so we can make them better. Sometimes, we also apply a degree of personalisation in choosing which content to show you (for example, by recommending articles similar to those you""ve viewed previously).",Categories of Personal Information Collected
ra3," Targeting by Reach\nWe combine the information you give to us (for example, sign up information for newsletters and competitions) with the information we receive when you use our websites and apps, and analyse it in order to help us to understand your preferences and interests. We then associate this with a unique identification number. This is then used to tailor the content and advertising that you see on our websites and in our apps, so it is more likely to be of interest to you. ",Categories of Personal Information Collected
ra3,"We don""t share this personalised analysis with anyone outside Reach. In particular, it is not shared with advertisers or with the third-party advertising networks that we work with other than in highly aggregated form so that your personal data cannot be identified.",Categories of Personal Information Shared / Disclosed
ra3,"We don""t share this personalised analysis with anyone outside Reach. In particular, it is not shared with advertisers or with the third-party advertising networks that we work with other than in highly aggregated form so that your personal data cannot be identified.",Categories of Personal Information Sold
ra3,"The data we collect and what we do with it\nThe data we use for this purpose is as follows:\n\nThe page you view, and associated information such as how long you spend on them.\n\nYour approximate location, to city or town level.\n\nYour email address, name and sometimes username and postcode, which we will receive when you sign up for an account on one or more of our websites or apps, when you subscribe to our newsletters, when you enter one of our competitions or when you complete one of our surveys.\n\nThe newsletters you have subscribed to, the promotions and competitions you have entered and the surveys you have completed.\n\nWe will analyse this information to infer interests, preferences, and demographic characteristics, and associate it with an internal identification number. For example, if our website analytics tell us that you are located in the approximate area of Newcastle-upon-Tyne and you read our online title ChronicleLive (which is focused on local news for that area), and you sign up to receive an email newsletter about football from our national title The Mirror, then we could infer from that you are interested in things related to a local football club or to football generally.\n\nWe then divide up our identification numbers into groups based on the inferences we draw about them. Those groups are called “audience segments"" or “audiences"". So, for example, an identifier associated with Newcastle, ChronicleLive and the football newsletter could be allocated to audiences likely to be interested in football, and events near Newcastle-upon-Tyne.\n\nWe then use those “audiences"" to do two things: first, to help us to recommend content which is more likely to be interesting (for instance, more articles about football), and second to help us to target advertisements when advertisers buy advertising space from us directly.\n\nThe advertiser would never see the actual data that we use – it remains with Reach at all times. All we would share with them would be the criteria we used to target their advert, how many times their advert was shown and how many people clicked on it (but not who), so that they know how well the advert did and we know how much to charge them.",Categories of Personal Information Collected
ra3,"The advertiser would never see the actual data that we use – it remains with Reach at all times. All we would share with them would be the criteria we used to target their advert, how many times their advert was shown and how many people clicked on it (but not who), so that they know how well the advert did and we know how much to charge them.",Categories of Personal Information Shared / Disclosed
ra3,"The advertiser would never see the actual data that we use – it remains with Reach at all times. All we would share with them would be the criteria we used to target their advert, how many times their advert was shown and how many people clicked on it (but not who), so that they know how well the advert did and we know how much to charge them.",Categories of Personal Information Sold
ra3,"Who we share it with and why\nThe data which we use to create the unique identifier and our “audiences"" is shared with the partners who provide us with the technology powering it, most notably Upland Software and Lotame, who host core data management platforms for us. They act as our “processors"". This means that they are bound by law and contract to do only what we tell them to do with the data, to keep it safe, and not to share it with anyone else or use it for anything other than providing their service to us.",Categories of Personal Information Shared / Disclosed
ra3,"Digital advertising helps us to fund the news articles and content published on our sites and enables us to provide some of our content for free. We and our third-party ad partners may display digital advertising on our sites that is tailored to your interests and preferences so the online adverts you see are more relevant to you. We work with third party ad networks to fill unsold advertising space on our sites and in our apps by auctioning it automatically through a process called “real time bidding"". These ad networks bid to show their ad to you when you visit our sites or use our apps.",Categories of Personal Information Collected
ra3,". The data collected and how it is used\nOn your first visit to one of our sites or apps (and on other occasions to allow you to change your mind), you will be presented with a ""cookie banner"". This asks you if you consent to the use of cookies and related technologies for the purposes of, amongst other things, selecting and delivering ads. If you do, then the ad networks will be able to recognise your device according to a unique identification number.\n\nWe then send out a “bid request"" to the advertising networks we work with. What that bid request says is, essentially, ""ID number ABC123 has landed on our website, do you want to show this user an advert?"" The winner then gets to display their ad.\n\nThe auction process happens automatically, in the second or so between you requesting the page and it loading and displaying. The data used by the ad networks to select the ad to show is held by them, not us, and we never see it.",Categories of Personal Information Collected
ra3,"If we sell or share limited data to an ad partner, as described in 3.2, it will be used for profiling and digital marketing on Reach websites and apps, and potentially other sites & apps with whom the partner has a relationship, if you have given permission for that site or app to do so.",Categories of Personal Information Shared / Disclosed
ra3,"If we sell or share limited data to an ad partner, as described in 3.2, it will be used for profiling and digital marketing on Reach websites and apps, and potentially other sites & apps with whom the partner has a relationship, if you have given permission for that site or app to do so.",Categories of Personal Information Sold
ra3,"An important point to understand is that most of these ad networks will not know who you are in a “real world"" sense. They will not know your name, or your email address, or your phone number (we may know those things because you""ve given them to us in other contexts, but we never share that information with them).\n\nWe say “most"" because there are two significant exceptions, which are Facebook and Google. They make provide targeted advertising services based on the things they know about their users, and so if you are signed into your account with them on your device, they will be able to recognise you and associate your browsing history across sites that use their services.",Categories of Personal Information Shared / Disclosed
ra3,"An important point to understand is that most of these ad networks will not know who you are in a “real world"" sense. They will not know your name, or your email address, or your phone number (we may know those things because you""ve given them to us in other contexts, but we never share that information with them).\n\nWe say “most"" because there are two significant exceptions, which are Facebook and Google. They make provide targeted advertising services based on the things they know about their users, and so if you are signed into your account with them on your device, they will be able to recognise you and associate your browsing history across sites that use their services.",Categories of Personal Information Sold
ra3," Who we share it with and why\nWhen we participate in auctions for unsold advertising space, we send bid requests to third party advertising networks. You can find the list of third-party advertising networks who we work with by clicking on the ""cog"" icon or link at the bottom of every webpage and reviewing our Consent Management Platform.",Categories of Personal Information Shared / Disclosed
ra3,"The data we collect and what we do with it\nWe gather data for this purpose in two ways.\n\nFirstly, our servers record certain information provided by your devices when they request content, consisting mostly of technical information about your device such as language, screen size and the features and functions it supports, but also including the internet or “IP"" address from which it is connecting, and the page or data requested. The data is used for system performance, content delivery and security purposes. It is saved together with the dates and times the requests occurred into files stored on our servers called “logs"" or “log files"".\n\nSecondly, on your first visit to one of our sites or apps (and every so often again after your first visit), you will be presented with a ""cookie banner"" asking you if you consent to the use of cookies and related technologies for our use of analytics. If you do, then several “cookies"" (small text files) will be stored on your device containing identification numbers. Those numbers can then be read on your subsequent visits to recognise your device, and our analytics providers will use that information to provide us with various reports and metrics on how our sites are used. Google also uses the data that it gathers as a result for other purposes, which you can read about in Google""s Privacy Policy.",Categories of Personal Information Collected
ra3,"Who we share it with and why\nWe use AWS and CloudFront to help us to analyse our server log files. They act at our direction, as our “processor"".\n\nThe information gathered using Google Analytics is held by Google and is made accessible to us by Google through various dashboards and reporting tools.\n\nThe following providers are key to providing additional website analytics or diagnostic capability:\n\nAkamai Mpulse (https://www.akamai.com/legal/privacy-and-policies)\n\nChartbeat (https://chartbeat.com/privacy/)\n\nHotjar (https://www.hotjar.com/privacy/)\n\nViafoura (https://viafoura.com/privacy-policy/)",Categories of Personal Information Shared / Disclosed
ra3,"The data we collect and what we do with it\nWhen you create an account we may collect your name and email address.\n\nFor services that provide local information (like InYourArea) we will also collect your postcode and any associated areas of local interest that you want to be updated about.\n\nSome services may let you upload your own content to our sites, such as comments or pictures. Those things will, by the nature of the service, be generally visible on the site. Your comments may be used in print, online or on the social pages for brands owned and published by Reach plc. We may also record what types of content you have commented on, and associate this with our profile of you. Please do not provide any personal data which you do not want to be published. Comments will be subject to moderation checks before publication.\n\nWe use this information to operate your account and to enable you to log in and use our services; for example, on InYourArea we use your postcode to identify the correct local information to display to you.\n\nYou may also be invited during the account creation process to subscribe to one or more of our newsletters, or to opt in to receive certain special offers and promotions. You can read more about that by navigating to the appropriate section of this Privacy Notice via the ""Contents"" list.\n\nUnless you object, we will also associate your online account sign-up data with the other things we know about you, like your page views. You can learn more about that, including how to object, here.",Categories of Personal Information Collected
ra3,"Who we share it with and why\nWe use a technology provider called LoginRadius [LoginRadius] to handle the technical aspects of operating your account on our behalf. They host your email address and password. They act as our “processor"", meaning that they are bound by law and contract to keep your data safe, and to do only what we tell them to do with it.",Categories of Personal Information Shared / Disclosed
ra3," The data we collect and what we do with it\nWe collect your name and email address in order to send you the newsletters you subscribe to. When you sign up for newsletters from our “In Your Area"" local information website, we will also collect your postcode in order to provide the correct local information.\n\nSometimes, our newsletters will contain advertisements.\n\nUnless you object, we will also associate your newsletter subscription with the other things we know about you, like your page views. You can learn more about that here.",Categories of Personal Information Collected
ra3,"Who we share it with and why\nProcessors provide the technology platforms which we use to administer our email lists and to manage the adverts in our emails. They act as our “processors"", meaning that they are bound by law and contract to keep your data safe, and to do only what we tell them to do with it.",Categories of Personal Information Shared / Disclosed
ra3,"The data we collect and what we do with it\nWe will use the email address you give to us to send our offers and promotions to you. It will always be clear who the offer or promotion has come from, and we don""t sell or give our email lists to anyone else.",Categories of Personal Information Collected
ra3,"Who we share it with and why\nA processor provides the technology platform which we use to administer our email lists. So, they will host the data containing your email address on our behalf. They act as our “processor"", meaning that they are bound by law and contract to keep your data safe, and to do only what we tell them to do with it.",Categories of Personal Information Shared / Disclosed
ra3," Tracking technologies used in our emails\nIf you tell your email application to load images we will know when you open one of our emails. When you click on links in our emails, we will know that it was you who clicked on it. We use this information to inform the content of future newsletters (by looking at what""s popular), and to understand whether you continue to be interested in receiving them.\n\nUnless you have previously objected, we will also associate that information with other things we know about you.",Categories of Personal Information Collected
ra3,"he data we collect and what we do with it\nWe track engagement with our emails in two ways.\n\nFirstly, as for most email newsletters and promotions worldwide, our emails don""t attach any pictures they use to the email itself, but instead load them from a remote server on demand. By default, most email programs don""t load remote images automatically, but only when you click on the button or link in the program to “show images"" (or similar wording). When you do that, the images linked in the email are downloaded from our technology provider""s server so they can be displayed in your email program.\n\nIf the images are downloaded, our technology provider can tell us that you opened the email.\n\nSecondly, the links in our emails to articles and other external content are personalised, such that if you click through to the content using the link in our email, we will know that it was you who clicked it (or at least, someone reading the email we sent to you).\n\nWe do this to help us to understand how you engage with our emails.",Categories of Personal Information Collected
ra3,"Who we share it with and why\nThird party processors provide the technology platforms which we use to administer our email lists and to manage the adverts in our emails. They act as our “processors"", meaning that they are bound by law and contract to keep your data safe, and to do only what we tell them to do with it.",Categories of Personal Information Shared / Disclosed
ra3,When you enter a competition or prize draw\nFrom time to time we run competitions and prize draws which require you to provide your name and contact details. We use that information to administer the competition or prize draw and to communicate with you about it (for example if you win a prize).,Categories of Personal Information Collected
ra3,"The data we collect and what we do with it\nWhen you enter a competition or prize draw we will collect the information you provide to us, such as your name, email address and answers to any questions. We will use that information to run the competition or prize draw. If you happen to win a prize, we may ask you for additional information, such as an address to send the prize to. As highlighted above, we may also retain your responses as part of a profile about you.",Categories of Personal Information Collected
ra3,"Who we share it with and why\nInformation about competition and prize draw entries is only shared with the service providers who provide us with the technology powering our systems and – if you win a prize – with the companies who supply and deliver the prize to you. The technology providers act as our “processors"", meaning that they are bound by law and contract to keep your data safe, and to do only what we tell them to do with it.",Categories of Personal Information Shared / Disclosed
ra3,"When you complete a survey\nSometimes we run surveys to help us to understand more about our readership or about public opinion generally. We use your answers to those surveys to produce anonymous statistics which we use to inform our editorial content and, to an extent, our advertising. For example, if a majority of survey respondents express a preference for one TV show over another, then we might write an entertainment piece based on that or factor it in when deciding which adverts appear where.\n\nWe may also run some surveys for which we utilise your declared responses to build into our profile about you. When we do so, this will be communicated in the associated text, and you will be asked to either consent to this use or will be given the option to ""object"" via a tick box.\n\nOccasionally, those surveys might ask you about things which the law considers to be especially sensitive, such as your voting intentions or your religious beliefs. Where that""s the case, we""ll ask clearly for your permission first, and we""ll always provide a “prefer not to say"" or similar option. We don""t use that kind of information for advertising purposes.",Categories of Personal Information Collected
ra3," The data we collect and what we do with it\nWe will collect your answers to the survey questions and use them to compile anonymous statistics along the lines of “35% of people preferred X over Y"". Some surveys may also ask for your email address, for example if we are offering entry into a prize draw for completing it. Go here to learn more about how we use your data for prize draws. As highlighted above, we may also retain your responses as part of a profile about you.\n\nWhen you have completed a survey, you may be invited to subscribe to a newsletter or to receive special offers and promotions from us.\n\nSometimes we may operate “panels"" of people who we send survey questions to periodically. If you join one of those panels then there may be additional kinds of information about you which we will receive, in which case we will provide further information to you before you sign up to the panel.",Categories of Personal Information Shared / Disclosed
ra3,"Who we share it with and why\nWe typically publish the overall results of our surveys, and often share those results with the brands involved (if any), but those results are always anonymous and statistical in nature (“50% of respondents thought X"") and don""t contain your personal data. Actual survey responses are only shared with the service providers who provide us with the technology powering our systems. They act as our “processors"", meaning that they are bound by law and contract to keep your data safe, and to do only what we tell them to do with it.",Categories of Personal Information Shared / Disclosed
ra3,"When you subscribe to our print or “Digital Edition"" titles\nWhen you subscribe to one of our print titles, we will collect your name, address other contact details, and payment information. We will use that information to administer your subscription. We do this on the basis that it is necessary in order to provide the subscription to you with the support of our provider. We will retain this information for as long as you maintain your subscription, and for a period thereafter, in case of disputes or problems.\n\nWhen you subscribe to our digital edition titles your subscription is also processed via our provider and this information is retained for as long as you maintain your subscription, and for a period thereafter, in case of disputes or problems.\n\nAs part of the subscription process you may be asked if you want to receive other products or services from Reach. Where this is the case you will be asked to consent to each product or service type. Such activities are managed in accordance with the relevant sections elsewhere in this Privacy Notice.",Categories of Personal Information Collected
